word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
choral,AJ0,RSSB,𐑒𐑹𐑩𐑤,kɔːrəl,duplicate,,,,,wordnet,supplement,97,shave_agrees
choral,AJ0,RSSB,𐑒𐑹𐑩𐑤,kɔːrəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chorale,NN1,GenAm,𐑒𐑼𐑨𐑤,kəˈræl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chord,NN1,GenAm,𐑒𐑹𐑛,kɔːRd,duplicate,,,,,wordnet,supplement,97,shave_agrees
chord,NN1,GenAm,𐑒𐑹𐑛,kɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chord,NN1,RSSB,𐑒𐑹𐑛,kɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chord,VVI,GenAm,𐑒𐑹𐑛,kɔːRd,duplicate,,,,,wordnet,supplement,97,shave_agrees
chord,VVI,GenAm,𐑒𐑹𐑛,kɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chord,VVI,RSSB,𐑒𐑹𐑛,kɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chore,NN1,GenAm,𐑗𐑹,tʃɔːR,duplicate,,,,,wordnet,supplement,97,shave_agrees
chore,NN1,RSSB,𐑗𐑹,tʃɔːR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chore,VVI,GenAm,𐑗𐑹,tʃɔːR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chore,VVI,RSSB,𐑗𐑹,tʃɔːR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
choreography,NN1,RSSB,𐑒𐑪𐑮𐑦𐑪𐑜𐑮𐑩𐑓𐑦,kɒriɒɡrəfi,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chorister,NN1,RSSB,𐑒𐑪𐑮𐑦𐑕𐑑𐑼,kɒrɪstəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
chorister,NN1,RSSB,𐑒𐑪𐑮𐑦𐑕𐑑𐑼,kɒrɪstər,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chortle,NN1,GenAm,𐑗𐑹𐑑𐑩𐑤,ˈtʃɔːRtəl,duplicate,,,,,wordnet,supplement,97,shave_agrees
chortle,NN1,GenAm,𐑗𐑹𐑑𐑩𐑤,ˈtʃɔːRtəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chortle,VVI,GenAm,𐑗𐑹𐑑𐑩𐑤,ˈtʃɔːRtəl,duplicate,,,,,wordnet,supplement,97,shave_agrees
chortle,VVI,GenAm,𐑗𐑹𐑑𐑩𐑤,ˈtʃɔːRtəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chorus,NN1,RSSB,𐑒𐑹𐑩𐑕,kɔːrəs,duplicate,,,,,wordnet,supplement,97,shave_agrees
chorus,NN1,RSSB,𐑒𐑹𐑩𐑕,kɔːrəs,duplicate,,,,,wiktionary,supplement,97,shave_agrees
Chorus,NP0,GenAm,𐑒𐑹𐑩𐑕,ˈkɔːRəs,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑒𐑮𐑦𐑕𐑗𐑩𐑯𐑕𐑑𐑧𐑛
Chorus,NP0,RSSB,𐑒𐑹𐑩𐑕,kɔːrəs,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑒𐑮𐑦𐑕𐑑𐑦𐑨𐑯𐑦𐑑𐑦
chorus,VVI,RSSB,𐑒𐑹𐑩𐑕,kɔːrəs,duplicate,,,,,wordnet,supplement,97,shave_agrees
chorus,VVI,RSSB,𐑒𐑹𐑩𐑕,kɔːrəs,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chose,VVI,GenAm,𐑗𐑴𐑟,tʃoʊz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chose,VVI,RSSB,𐑗𐑴𐑟,tʃəʊz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chosen,AJ0,GenAm,𐑗𐑴𐑟𐑩𐑯,ˈtʃoʊzən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chosen,AJ0,RSSB,𐑗𐑴𐑟𐑩𐑯,ˈtʃəʊzən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chosen,VVI,GenAm,𐑗𐑴𐑟𐑩𐑯,ˈtʃoʊzən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chosen,VVI,RSSB,𐑗𐑴𐑟𐑩𐑯,ˈtʃəʊzən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chow,NN1,RSSB,𐑗𐑬,tʃaʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chow,VVI,RSSB,𐑗𐑬,tʃaʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chowder,NN1,GenAm,𐑗𐑬𐑛𐑼,ˈtʃaʊdəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
chowder,NN1,GenAm,𐑗𐑬𐑛𐑼,ˈtʃaʊdəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chowder,VVI,GenAm,𐑗𐑬𐑛𐑼,ˈtʃaʊdəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
christ,NN1,RSSB,𐑒𐑮𐑲𐑕𐑑,kraɪst,duplicate,,,,,wordnet,supplement,97,shave_agrees
Christchurch,NP0,RSSB,𐑒𐑮𐑲𐑕𐑑𐑗𐑻𐑗,kraɪsttʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑒𐑮𐑲𐑕𐑑𐑦𐑙𐑩𐑤
christen,VVI,RSSB,𐑒𐑮𐑦𐑕𐑩𐑯,krɪsən,duplicate,,,,,wordnet,supplement,97,shave_agrees
christendom,NN1,RSSB,𐑒𐑮𐑦𐑕𐑩𐑯𐑛𐑩𐑥,krɪsəndəm,duplicate,,,,,wordnet,supplement,97,shave_agrees
Christianity,NP0,RSSB,𐑒𐑮𐑦𐑕𐑑𐑦𐑨𐑯𐑦𐑑𐑦,ˌkrɪstiˈænɪti,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑒𐑮𐑦𐑕𐑥𐑩𐑕 𐑒𐑱𐑥 𐑻𐑤𐑦
christly,AJ0,RSSB,𐑒𐑮𐑲𐑕𐑑𐑤𐑦,ˈkraɪstli,duplicate,,,,,wordnet,supplement,97,shave_agrees
christmas,NN1,RSSB,𐑒𐑮𐑦𐑕𐑥𐑩𐑕,krɪsməs,duplicate,,,,,wordnet,supplement,97,shave_agrees
Christopher,NP0,GenAm,𐑒𐑮𐑦𐑕𐑑𐑩𐑓𐑼,ˈkrɪstəfəR,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑗𐑻𐑗𐑦𐑨𐑯𐑦𐑑𐑦
Christopher,NP0,RSSB,𐑒𐑮𐑦𐑕𐑑𐑩𐑓𐑼,krɪstəfəR,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑒𐑮𐑲𐑕𐑰𐑦𐑕
chromatic,AJ0,GenAm,𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒,kroʊˈmætɪk,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chromatic,AJ0,RSSB,𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒,krəʊˈmætɪk,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chromatics,NN1,GenAm,𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒𐑕,kroʊˈmætɪks,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chrome,NN1,GenAm,𐑒𐑮𐑴𐑥,kroʊm,duplicate,,,,,wordnet,supplement,97,shave_agrees
chrome,NN1,GenAm,𐑒𐑮𐑴𐑥,kroʊm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chrome,NN1,RSSB,𐑒𐑮𐑴𐑥,krəʊm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chrome,VVI,GenAm,𐑒𐑮𐑴𐑥,kroʊm,duplicate,,,,,wordnet,supplement,97,shave_agrees
chrome,VVI,GenAm,𐑒𐑮𐑴𐑥,kroʊm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chrome,VVI,RSSB,𐑒𐑮𐑴𐑥,krəʊm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chromium,NN1,GenAm,𐑒𐑮𐑴𐑥𐑾𐑥,ˈkroʊmiəm,duplicate,,,,,wordnet,supplement,97,shave_agrees
chromium,NN1,GenAm,𐑒𐑮𐑴𐑥𐑾𐑥,ˈkroʊmiəm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chromosome,NN1,GenAm,𐑒𐑮𐑴𐑥𐑩𐑕𐑴𐑥,ˈkroʊməˌsoʊm,duplicate,,,,,wordnet,supplement,97,shave_agrees
chromosome,NN1,GenAm,𐑒𐑮𐑴𐑥𐑩𐑕𐑴𐑥,ˈkroʊməˌsoʊm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chromosome,NN1,RSSB,𐑒𐑮𐑴𐑥𐑩𐑕𐑴𐑥,krəʊməsəʊm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronic,AJ0,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒,ˈkrɒnɪk,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronic,AJ0,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒,ˈkrɒnɪk,duplicate,,,,,wordnet,supplement,97,shave_agrees
chronic,AJ0,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒,ˈkrɒnɪk,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronic,NN1,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒,ˈkrɒnɪk,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronic,NN1,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒,ˈkrɒnɪk,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicle,NN1,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤,ˈkrɒnɪkəl,duplicate,,,,,wordnet,supplement,97,shave_agrees
chronicle,NN1,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤,ˈkrɒnɪkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicle,NN1,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤,krɒnɪkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicle,VVI,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤,ˈkrɒnɪkəl,duplicate,,,,,wordnet,supplement,97,shave_agrees
chronicle,VVI,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤,ˈkrɒnɪkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicle,VVI,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤,krɒnɪkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicles,NN1,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤𐑟,ˈkrɒnɪkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicles,NN1,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤𐑟,krɒnɪkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicles,VVI,GenAm,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤𐑟,ˈkrɒnɪkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronicles,VVI,RSSB,𐑒𐑮𐑪𐑯𐑦𐑒𐑩𐑤𐑟,krɒnɪkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronological,AJ0,RSSB,𐑒𐑮𐑪𐑯𐑩𐑤𐑪𐑡𐑦𐑒𐑩𐑤,krɒnəlɒdʒɪkəl,duplicate,,,,,wordnet,supplement,97,shave_agrees
chronology,NN1,GenAm,𐑒𐑮𐑩𐑯𐑪𐑤𐑩𐑡𐑦,krəˈnɒlədʒi,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chronology,NN1,RSSB,𐑒𐑮𐑩𐑯𐑪𐑤𐑩𐑡𐑦,krənɒlədʒi,duplicate,,,,,wordnet,supplement,97,shave_agrees
chronology,NN1,RSSB,𐑒𐑮𐑩𐑯𐑪𐑤𐑩𐑡𐑦,krənɒlədʒi,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chrysalis,NN1,RSSB,𐑒𐑮𐑦𐑕𐑩𐑤𐑦𐑕,krɪsəlɪs,duplicate,,,,,wordnet,supplement,97,shave_agrees
chubby,AJ0,RSSB,𐑗𐑳𐑚𐑦,ˈtʃʌbi,duplicate,,,,,wordnet,supplement,97,shave_agrees
chukker,NN1,GenAm,𐑗𐑳𐑒𐑼,ˈtʃʌkəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
chukker,NN1,GenAm,𐑗𐑳𐑒𐑼,ˈtʃʌkəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chukker,NN1,RSSB,𐑗𐑳𐑒𐑼,tʃʌkəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chummy,AJ0,RSSB,𐑗𐑳𐑥𐑦,ˈtʃʌmɪ,duplicate,,,,,wordnet,supplement,97,shave_agrees
chump,NN1,RSSB,𐑗𐑳𐑥𐑐,tʃʌmp,duplicate,,,,,wordnet,supplement,97,shave_agrees
chunk,NN1,RSSB,𐑗𐑳𐑙𐑒,tʃʌŋk,duplicate,,,,,wordnet,supplement,97,shave_agrees
chunk,VVI,RSSB,𐑗𐑳𐑙𐑒,tʃʌŋk,duplicate,,,,,wordnet,supplement,97,shave_agrees
church,ITJ,GenAm,𐑗𐑻𐑗,ˈtʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
church,ITJ,RSSB,𐑗𐑻𐑗,tʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
church,NN1,GenAm,𐑗𐑻𐑗,tʃɜːRtʃ,duplicate,,,,,wordnet,supplement,97,shave_agrees
church,NN1,GenAm,𐑗𐑻𐑗,ˈtʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
church,NN1,RSSB,𐑗𐑻𐑗,tʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
church,VVI,GenAm,𐑗𐑻𐑗,tʃɜːRtʃ,duplicate,,,,,wordnet,supplement,97,shave_agrees
church,VVI,GenAm,𐑗𐑻𐑗,ˈtʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
church,VVI,RSSB,𐑗𐑻𐑗,tʃɜːRtʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churches,NN1,GenAm,𐑗𐑻𐑗𐑩𐑟,ˈtʃɜːRtʃƏz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churches,NN1,RSSB,𐑗𐑻𐑗𐑩𐑟,tʃɜːRtʃƏz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churches,VVI,GenAm,𐑗𐑻𐑗𐑩𐑟,ˈtʃɜːRtʃƏz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churches,VVI,RSSB,𐑗𐑻𐑗𐑩𐑟,tʃɜːRtʃƏz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churchman,NN1,RSSB,𐑗𐑻𐑗𐑥𐑩𐑯,tʃɜːRtʃmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churchyard,NN1,GenAm,𐑗𐑻𐑗𐑘𐑸𐑛,ˈtʃɜːRtʃjɑːRd,duplicate,,,,,wordnet,supplement,97,shave_agrees
churchyard,NN1,GenAm,𐑗𐑻𐑗𐑘𐑸𐑛,ˈtʃɜːRtʃjɑːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churchyard,NN1,RSSB,𐑗𐑻𐑗𐑘𐑸𐑛,tʃɜːRtʃjɑːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churl,NN1,GenAm,𐑗𐑻𐑤,tʃɜːRl,duplicate,,,,,wordnet,supplement,97,shave_agrees
churl,NN1,GenAm,𐑗𐑻𐑤,tʃɜːRl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churl,NN1,RSSB,𐑗𐑻𐑤,tʃɜːRl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churlish,AJ0,GenAm,𐑗𐑻𐑤𐑦𐑖,ˈtʃɜːRlɪʃ,duplicate,,,,,wordnet,supplement,97,shave_agrees
churlish,AJ0,GenAm,𐑗𐑻𐑤𐑦𐑖,ˈtʃɜːRlɪʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churlish,AJ0,RSSB,𐑗𐑻𐑤𐑦𐑖,tʃɜːRlɪʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churn,NN1,GenAm,𐑗𐑻𐑯,tʃɜːRn,duplicate,,,,,wordnet,supplement,97,shave_agrees
churn,NN1,GenAm,𐑗𐑻𐑯,tʃɜːRn,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churn,NN1,RSSB,𐑗𐑻𐑯,tʃɜːRn,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churn,VVI,GenAm,𐑗𐑻𐑯,tʃɜːRn,duplicate,,,,,wordnet,supplement,97,shave_agrees
churn,VVI,GenAm,𐑗𐑻𐑯,tʃɜːRn,duplicate,,,,,wiktionary,supplement,97,shave_agrees
churn,VVI,RSSB,𐑗𐑻𐑯,tʃɜːRn,duplicate,,,,,wiktionary,supplement,97,shave_agrees
chutney,NN1,RSSB,𐑗𐑳𐑑𐑯𐑦,ˈtʃʌtni,duplicate,,,,,wordnet,supplement,97,shave_agrees
ciao,NN1,RSSB,𐑗𐑬,tʃaʊ,duplicate,,,,,wordnet,supplement,97,shave_agrees
cicada,NN1,RSSB,𐑕𐑦𐑒𐑭𐑛𐑩,sɪˈkɑːdə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cicala,NN1,RSSB,𐑕𐑦𐑒𐑭𐑤𐑩,sɪˈkɑːlə,duplicate,,,,,wordnet,supplement,97,shave_agrees
cicala,NN1,RSSB,𐑕𐑦𐑒𐑭𐑤𐑩,sɪˈkɑːlə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cicatrix,NN1,RSSB,𐑕𐑦𐑒𐑩𐑑𐑮𐑦𐑒𐑕,sɪkətrɪks,duplicate,,,,,wordnet,supplement,97,shave_agrees
cicero,NN1,GenAm,𐑕𐑦𐑕𐑼𐑴,ˈsɪsəroʊ,duplicate,,,,,wordnet,supplement,97,shave_agrees
cicero,NN1,GenAm,𐑕𐑦𐑕𐑼𐑴,ˈsɪsəroʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cicero,NN1,RSSB,𐑕𐑦𐑕𐑼𐑴,sɪsərəʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
Cicero,NP0,GenAm,𐑕𐑦𐑕𐑼𐑴,ˈsɪsəroʊ,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑕𐑦𐑯𐑛𐑦
Cicero,NP0,RSSB,𐑕𐑦𐑕𐑼𐑴,sɪsərəʊ,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑗𐑦𐑗𐑼𐑴𐑯𐑦𐑦𐑒𐑩𐑤
cicerone,NN1,RSSB,𐑗𐑦𐑗𐑼𐑴𐑯𐑦,tʃɪtʃərəʊni,duplicate,,,,,wordnet,supplement,97,shave_agrees
cicerone,NN1,RSSB,𐑗𐑦𐑗𐑼𐑴𐑯𐑦,tʃɪtʃərəʊni,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cicerone,VVI,RSSB,𐑗𐑦𐑗𐑼𐑴𐑯𐑦,tʃɪtʃərəʊni,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ciceroni,NN1,RSSB,𐑗𐑦𐑗𐑼𐑴𐑯𐑦,tʃɪtʃərəʊni,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cider,NN1,GenAm,𐑕𐑲𐑛𐑼,ˈsaɪdəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
cider,NN1,GenAm,𐑕𐑲𐑛𐑼,ˈsaɪdəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cider,NN1,RSSB,𐑕𐑲𐑛𐑼,saɪdəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cigar,NN1,GenAm,𐑕𐑦𐑜𐑸,sɪˈɡɑːR,duplicate,,,,,wordnet,supplement,97,shave_agrees
cigar,NN1,GenAm,𐑕𐑦𐑜𐑸,sɪˈɡɑːR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cigar,NN1,RSSB,𐑕𐑦𐑜𐑸,sɪɡɑːr,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cigarette,NN1,RSSB,𐑕𐑦𐑜𐑼𐑧𐑑,sɪɡəret,duplicate,,,,,wordnet,supplement,97,shave_agrees
cigars,NN1,GenAm,𐑕𐑦𐑜𐑸𐑟,sɪˈɡɑːRz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cigars,NN1,RSSB,𐑕𐑦𐑜𐑸𐑟,sɪɡɑːRz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinchona,NN1,GenAm,𐑕𐑦𐑙𐑒𐑴𐑯𐑩,sɪŋˈkoʊnə,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinchona,NN1,GenAm,𐑕𐑦𐑙𐑒𐑴𐑯𐑩,sɪŋˈkoʊnə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinchona,NN1,RSSB,𐑕𐑦𐑙𐑒𐑴𐑯𐑩,sɪŋˈkəʊnə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cincinnati,NN1,RSSB,𐑕𐑦𐑯𐑕𐑦𐑯𐑨𐑑𐑦,sɪnsɪˈnæti,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinder,NN1,GenAm,𐑕𐑦𐑯𐑛𐑼,ˈsɪndəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinder,NN1,GenAm,𐑕𐑦𐑯𐑛𐑼,ˈsɪndəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinder,NN1,RSSB,𐑕𐑦𐑯𐑛𐑼,sɪndər,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinder,VVI,GenAm,𐑕𐑦𐑯𐑛𐑼,ˈsɪndəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinder,VVI,RSSB,𐑕𐑦𐑯𐑛𐑼,sɪndər,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinema,NN1,GenAm,𐑕𐑦𐑯𐑩𐑥𐑩,ˈsɪnəmə,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinema,NN1,GenAm,𐑕𐑦𐑯𐑩𐑥𐑩,ˈsɪnəmə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinematic,AJ0,RSSB,𐑕𐑦𐑯𐑩𐑥𐑨𐑑𐑦𐑒,sɪnəˈmætɪk,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinnamon,AJ0,GenAm,𐑕𐑦𐑯𐑩𐑥𐑩𐑯,ˈsɪnəmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinnamon,AJ0,RSSB,𐑕𐑦𐑯𐑩𐑥𐑩𐑯,ˈsɪnəmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinnamon,NN1,GenAm,𐑕𐑦𐑯𐑩𐑥𐑩𐑯,ˈsɪnəmən,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinnamon,NN1,GenAm,𐑕𐑦𐑯𐑩𐑥𐑩𐑯,ˈsɪnəmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinnamon,NN1,RSSB,𐑕𐑦𐑯𐑩𐑥𐑩𐑯,ˈsɪnəmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinquefoil,NN1,GenAm,𐑕𐑦𐑙𐑒𐑓𐑶𐑤,ˈsɪŋkˌfɔɪl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cinquefoil,NN1,RSSB,𐑕𐑦𐑙𐑒𐑓𐑶𐑤,ˈsɪŋkfɔɪl,duplicate,,,,,wordnet,supplement,97,shave_agrees
cinquefoil,NN1,RSSB,𐑕𐑦𐑙𐑒𐑓𐑶𐑤,ˈsɪŋkfɔɪl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cipher,NN1,GenAm,𐑕𐑲𐑓𐑼,ˈsaɪfəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
cipher,NN1,GenAm,𐑕𐑲𐑓𐑼,ˈsaɪfəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cipher,NN1,RSSB,𐑕𐑲𐑓𐑼,saɪfəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cipher,VVI,GenAm,𐑕𐑲𐑓𐑼,ˈsaɪfəR,duplicate,,,,,wordnet,supplement,97,shave_agrees
cipher,VVI,GenAm,𐑕𐑲𐑓𐑼,ˈsaɪfəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
cipher,VVI,RSSB,𐑕𐑲𐑓𐑼,saɪfəR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circa,PRP,GenAm,𐑕𐑻𐑒𐑩,ˈsɜːRkə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circa,PRP,RSSB,𐑕𐑻𐑒𐑩,sɜːRkə,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circle,NN1,GenAm,𐑕𐑻𐑒𐑩𐑤,ˈsɜːRkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circle,NN1,RSSB,𐑕𐑻𐑒𐑩𐑤,sɜːRkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circle,VVI,GenAm,𐑕𐑻𐑒𐑩𐑤,ˈsɜːRkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circle,VVI,RSSB,𐑕𐑻𐑒𐑩𐑤,sɜːRkəl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circles,NN1,GenAm,𐑕𐑻𐑒𐑩𐑤𐑟,ˈsɜːRkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circles,NN1,RSSB,𐑕𐑻𐑒𐑩𐑤𐑟,sɜːRkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circles,VVI,GenAm,𐑕𐑻𐑒𐑩𐑤𐑟,ˈsɜːRkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circles,VVI,RSSB,𐑕𐑻𐑒𐑩𐑤𐑟,sɜːRkəlz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circlet,NN1,RSSB,𐑕𐑻𐑒𐑤𐑩𐑑,sɜːRklət,duplicate,,,,,wordnet,supplement,97,shave_agrees
circuit,NN1,GenAm,𐑕𐑻𐑒𐑦𐑑,ˈsɜːRkɪt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circuit,NN1,RSSB,𐑕𐑻𐑒𐑦𐑑,sɜːRkɪt,duplicate,,,,,wiktionary,supplement,95,ml_disagrees:𐑕𐑻𐑒𐑩𐑑; shave_agrees
circuit,VVI,GenAm,𐑕𐑻𐑒𐑦𐑑,ˈsɜːRkɪt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
circuit,VVI,RSSB,𐑕𐑻𐑒𐑦𐑑,sɜːRkɪt,duplicate,,,,,wiktionary,supplement,95,ml_disagrees:𐑕𐑻𐑒𐑩𐑑; shave_agrees
circuitous,AJ0,GenAm,𐑕𐑼𐑒𐑿𐑦𐑑𐑩𐑕,səRˈkjuːɪtəs,duplicate,,,,,wiktionary,supplement,97,shave_agrees
