word	pos	var	shaw	ipa	verdict	shaw_override	pos_override	var_override	ipa_override	source	status	confidence	notes
coster	NN1	RRP	𐑒𐑪𐑕𐑑𐑼	ˈkɒstər	RRP					readlex	readlex	100	
costermonger	NN1	RRP	𐑒𐑪𐑕𐑑𐑼𐑥𐑳𐑙𐑜𐑼	ˈkɒstəRmʌŋɡəR	RRP					readlex	readlex	100	
costermongers	NN2	RRP	𐑒𐑪𐑕𐑑𐑼𐑥𐑳𐑙𐑜𐑼𐑟	ˈkɒstəRmʌŋɡəRz	RRP					readlex	readlex	100	
costing	NN1	RRP	𐑒𐑪𐑕𐑑𐑦𐑙	ˈkɒstɪŋ	RRP					readlex	readlex	100	
costing	VVG	RRP	𐑒𐑪𐑕𐑑𐑦𐑙	ˈkɒstɪŋ	RRP					readlex	readlex	100	
costings	NN2	RRP	𐑒𐑪𐑕𐑑𐑦𐑙𐑟	ˈkɒstɪŋz	RRP					readlex	readlex	100	
costive	AJ0	RRP	𐑒𐑪𐑕𐑑𐑦𐑝	ˈkɒstɪv	RRP					readlex	readlex	100	
costlier	AJC	RRP	𐑒𐑪𐑕𐑑𐑤𐑦𐑼	ˈkɒstliəR	RRP					readlex	readlex	100	
costliest	AJS	RRP	𐑒𐑪𐑕𐑑𐑤𐑦𐑩𐑕𐑑	ˈkɒstliəst	RRP					readlex	readlex	100	
costliness	NN1	RRP	𐑒𐑪𐑕𐑑𐑤𐑦𐑯𐑩𐑕	ˈkɒstlinəs	RRP					readlex	readlex	100	
costly	AJ0	RRP	𐑒𐑪𐑕𐑑𐑤𐑦	ˈkɒstli	RRP					readlex	readlex	100	
costs	NN2	RRP	𐑒𐑪𐑕𐑑𐑕	kɒsts	RRP					readlex	readlex	100	
costs	VVZ	RRP	𐑒𐑪𐑕𐑑𐑕	kɒsts	RRP					readlex	readlex	100	
costume	NN1	GenAm	𐑒𐑪𐑕𐑑𐑵𐑥	ˈkɒstuːm	GenAm					readlex	readlex	100	
costume	NN1	RRP	𐑒𐑪𐑕𐑑𐑿𐑥	ˈkɒstjuːm	RRP					readlex	readlex	100	
costumes	NN2	GenAm	𐑒𐑪𐑕𐑑𐑵𐑥𐑟	ˈkɒstuːmz	GenAm					readlex	readlex	100	
costumes	NN2	RRP	𐑒𐑪𐑕𐑑𐑿𐑥𐑟	ˈkɒstjuːmz	RRP					readlex	readlex	100	
costumier	NN1	GenAm	𐑒𐑪𐑕𐑑𐑵𐑥𐑦𐑱	kɒˈstuːmɪeɪ	GenAm					readlex	readlex	100	
costumier	NN1	RRP	𐑒𐑪𐑕𐑑𐑿𐑥𐑦𐑱	kɒˈstjuːmɪeɪ	RRP					readlex	readlex	100	
costumiers	NN2	GenAm	𐑒𐑪𐑕𐑑𐑵𐑥𐑦𐑱𐑟	kɒˈstuːmɪeɪz	GenAm					readlex	readlex	100	
costumiers	NN2	RRP	𐑒𐑪𐑕𐑑𐑿𐑥𐑦𐑱𐑟	kɒˈstjuːmɪeɪz	RRP					readlex	readlex	100	
cosy	AJ0	RRP	𐑒𐑴𐑟𐑦	ˈkəʊzi	RRP					readlex	readlex	100	
cosy	NN1	RRP	𐑒𐑴𐑟𐑦	ˈkəʊzi	RRP					readlex	readlex	100	
cot	NN1	RRP	𐑒𐑪𐑑	kɒt	RRP					readlex	readlex	100	
cote	NN1	RRP	𐑒𐑴𐑑	kəʊt	RRP					readlex	readlex	100	
cotenant	NN1	RRP	𐑒𐑴𐑑𐑧𐑯𐑩𐑯𐑑	ˌkəʊˈtenənt	RRP					readlex	readlex	100	
cotenants	NN2	RRP	𐑒𐑴𐑑𐑧𐑯𐑩𐑯𐑑𐑕	ˌkəʊˈtenənts	RRP					readlex	readlex	100	
coterie	NN1	RRP	𐑒𐑴𐑑𐑼𐑦	ˈkəʊtəri	RRP					readlex	readlex	100	
coteries	NN2	RRP	𐑒𐑴𐑑𐑼𐑦𐑟	ˈkəʊtəriz	RRP					readlex	readlex	100	
coterminous	AJ0	RRP	𐑒𐑴𐑑𐑻𐑥𐑦𐑯𐑩𐑕	ˌkəʊˈtɜːRmɪnəs	RRP					readlex	readlex	100	
cotes	NN2	RRP	𐑒𐑴𐑑𐑕	kəʊts	RRP					readlex	readlex	100	
cotilion	NN1	RRP	𐑒𐑩𐑑𐑦𐑤𐑾𐑯	kəˈtɪlɪən	RRP					readlex	readlex	100	
cotilions	NN2	RRP	𐑒𐑩𐑑𐑦𐑤𐑾𐑯𐑟	kəˈtɪlɪənz	RRP					readlex	readlex	100	
cotillion	NN1	RRP	𐑒𐑩𐑑𐑦𐑤𐑾𐑯	kəˈtɪlɪən	RRP					readlex	readlex	100	
cotillions	NN2	RRP	𐑒𐑩𐑑𐑦𐑤𐑾𐑯𐑟	kəˈtɪlɪənz	RRP					readlex	readlex	100	
cots	NN2	RRP	𐑒𐑪𐑑𐑕	kɒts	RRP					readlex	readlex	100	
cottage	NN1	RRP	𐑒𐑪𐑑𐑦𐑡	ˈkɒtɪdʒ	RRP					readlex	readlex	100	
cottagers	NN2	RRP	𐑒𐑪𐑑𐑦𐑡𐑼𐑟	ˈkɒtɪdʒəRz	RRP					readlex	readlex	100	
cottages	NN2	RRP	𐑒𐑪𐑑𐑦𐑡𐑩𐑟	ˈkɒtɪdʒƏz	RRP					readlex	readlex	100	
cottar	NN1	RRP	𐑒𐑪𐑑𐑼	ˈkɒtəR	RRP					readlex	readlex	100	
cottars	NN2	RRP	𐑒𐑪𐑑𐑼𐑟	ˈkɒtəRz	RRP					readlex	readlex	100	
cotter	NN1	RRP	𐑒𐑪𐑑𐑼	ˈkɒtəR	RRP					readlex	readlex	100	
cotters	NN2	RRP	𐑒𐑪𐑑𐑼𐑟	ˈkɒtəRz	RRP					readlex	readlex	100	
cotton	NN1	RRP	𐑒𐑪𐑑𐑩𐑯	ˈkɒtən	RRP					readlex	readlex	100	
cotton	VVB	RRP	𐑒𐑪𐑑𐑩𐑯	ˈkɒtən	RRP					readlex	readlex	100	
cotton	VVI	RRP	𐑒𐑪𐑑𐑩𐑯	ˈkɒtən	RRP					readlex	readlex	100	
cotton-cake	NN1	RRP	𐑒𐑪𐑑𐑩𐑯-𐑒𐑱𐑒	ˈkɒtən-keɪk	RRP					readlex	readlex	100	
cotton-plant	NN1	RRP	𐑒𐑪𐑑𐑩𐑯-𐑐𐑤𐑭𐑯𐑑	ˈkɒtən-plⱭːnt	RRP					readlex	readlex	100	
cotton-plant	NN1	TrapBath	𐑒𐑪𐑑𐑩𐑯-𐑐𐑤𐑨𐑯𐑑	ˈkɒtən-plÆnt	TrapBath					readlex	readlex	100	
cotton-plants	NN2	RRP	𐑒𐑪𐑑𐑩𐑯-𐑐𐑤𐑭𐑯𐑑𐑕	ˈkɒtən-plⱭːnts	RRP					readlex	readlex	100	
cotton-plants	NN2	TrapBath	𐑒𐑪𐑑𐑩𐑯-𐑐𐑤𐑨𐑯𐑑𐑕	ˈkɒtən-plÆnts	TrapBath					readlex	readlex	100	
cotton-wool	AJ0	RRP	𐑒𐑪𐑑𐑩𐑯-𐑢𐑫𐑤	ˌkɒtən-ˈwʊl	RRP					readlex	readlex	100	
cotton-wool	NN1	RRP	𐑒𐑪𐑑𐑩𐑯-𐑢𐑫𐑤	ˌkɒtən-ˈwʊl	RRP					readlex	readlex	100	
cottoned	VVD	RRP	𐑒𐑪𐑑𐑩𐑯𐑛	ˈkɒtənd	RRP					readlex	readlex	100	
cottoned	VVN	RRP	𐑒𐑪𐑑𐑩𐑯𐑛	ˈkɒtənd	RRP					readlex	readlex	100	
cottoning	VVG	RRP	𐑒𐑪𐑑𐑩𐑯𐑦𐑙	ˈkɒtənɪŋ	RRP					readlex	readlex	100	
cottons	VVZ	RRP	𐑒𐑪𐑑𐑩𐑯𐑟	ˈkɒtənz	RRP					readlex	readlex	100	
cottontail	NN1	RRP	𐑒𐑪𐑑𐑩𐑯𐑑𐑱𐑤	ˈkɒtənteɪl	RRP					readlex	readlex	100	
cottontails	NN2	RRP	𐑒𐑪𐑑𐑩𐑯𐑑𐑱𐑤𐑟	ˈkɒtənteɪlz	RRP					readlex	readlex	100	
cottonwood	NN1	RRP	𐑒𐑪𐑑𐑩𐑯𐑢𐑫𐑛	ˈkɒtənwʊd	RRP					readlex	readlex	100	
cotyledon	NN1	RRP	𐑒𐑪𐑑𐑦𐑤𐑰𐑛𐑩𐑯	ˌkɒtɪˈliːdən	RRP					readlex	readlex	100	
cotyledons	NN2	RRP	𐑒𐑪𐑑𐑦𐑤𐑰𐑛𐑩𐑯𐑟	ˌkɒtɪˈliːdənz	RRP					readlex	readlex	100	
couch	NN1	RRP	𐑒𐑬𐑗	kaʊtʃ	RRP					readlex	readlex	100	
couch	VVB	RRP	𐑒𐑬𐑗	kaʊtʃ	RRP					readlex	readlex	100	
couch	VVI	RRP	𐑒𐑬𐑗	kaʊtʃ	RRP					readlex	readlex	100	
couch-grass	NN1	RRP	𐑒𐑬𐑗-𐑜𐑮𐑭𐑕	ˈkaʊtʃ-ɡrⱭːs	RRP					readlex	readlex	100	
couch-grass	NN1	TrapBath	𐑒𐑬𐑗-𐑜𐑮𐑨𐑕	ˈkaʊtʃ-ɡrÆs	TrapBath					readlex	readlex	100	
couchant	AJ0	RRP	𐑒𐑬𐑗𐑩𐑯𐑑	ˈkaʊtʃənt	RRP					readlex	readlex	100	
couched	VVD	RRP	𐑒𐑬𐑗𐑑	kaʊtʃt	RRP					readlex	readlex	100	
couched	VVN	RRP	𐑒𐑬𐑗𐑑	kaʊtʃt	RRP					readlex	readlex	100	
couches	NN2	RRP	𐑒𐑬𐑗𐑩𐑟	ˈkaʊtʃƏz	RRP					readlex	readlex	100	
couches	VVZ	RRP	𐑒𐑬𐑗𐑩𐑟	ˈkaʊtʃƏz	RRP					readlex	readlex	100	
couchette	NN1	RRP	𐑒𐑵𐑖𐑧𐑑	kuːˈʃet	RRP					readlex	readlex	100	
couchettes	NN2	RRP	𐑒𐑵𐑖𐑧𐑑𐑕	kuːˈʃets	RRP					readlex	readlex	100	
couching	VVG	RRP	𐑒𐑬𐑗𐑦𐑙	ˈkaʊtʃɪŋ	RRP					readlex	readlex	100	
cougar	NN1	RRP	𐑒𐑵𐑜𐑼	ˈkuːɡəR	RRP					readlex	readlex	100	
cougars	NN2	RRP	𐑒𐑵𐑜𐑼𐑟	ˈkuːɡəRz	RRP					readlex	readlex	100	
cough	NN1	RRP	𐑒𐑪𐑓	kɒf	RRP					readlex	readlex	100	
cough	VVB	RRP	𐑒𐑪𐑓	kɒf	RRP					readlex	readlex	100	
cough	VVI	RRP	𐑒𐑪𐑓	kɒf	RRP					readlex	readlex	100	
coughed	VVD	RRP	𐑒𐑪𐑓𐑑	kɒft	RRP					readlex	readlex	100	
coughed	VVN	RRP	𐑒𐑪𐑓𐑑	kɒft	RRP					readlex	readlex	100	
coughing	AJ0	RRP	𐑒𐑪𐑓𐑦𐑙	ˈkɒfɪŋ	RRP					readlex	readlex	100	
coughing	NN1	RRP	𐑒𐑪𐑓𐑦𐑙	ˈkɒfɪŋ	RRP					readlex	readlex	100	
coughing	VVG	RRP	𐑒𐑪𐑓𐑦𐑙	ˈkɒfɪŋ	RRP					readlex	readlex	100	
coughs	NN2	RRP	𐑒𐑪𐑓𐑕	kɒfs	RRP					readlex	readlex	100	
coughs	VVZ	RRP	𐑒𐑪𐑓𐑕	kɒfs	RRP					readlex	readlex	100	
could	VM0	RRP	𐑒𐑫𐑛	kʊd	RRP					readlex	readlex	100	
couldn't	VM0+XX0	RRP	𐑒𐑫𐑛𐑩𐑯𐑑	ˈkʊdənt	RRP					readlex	readlex	100	
couldst	VM0	RRP	𐑒𐑫𐑛𐑕𐑑	kʊdst	RRP					readlex	readlex	100	
coulter	NN1	RRP	𐑒𐑴𐑤𐑑𐑼	ˈkəʊltəR	RRP					readlex	readlex	100	
coulters	NN2	RRP	𐑒𐑴𐑤𐑑𐑼𐑟	ˈkəʊltəRz	RRP					readlex	readlex	100	
council	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤	ˈkaʊnsəl	RRP					readlex	readlex	100	
council-board	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤-𐑚𐑹𐑛	ˈkaʊnsəl-bɔːRd	RRP					readlex	readlex	100	
council-boards	NN2	RRP	𐑒𐑬𐑯𐑕𐑩𐑤-𐑚𐑹𐑛𐑟	ˈkaʊnsəl-bɔːRdz	RRP					readlex	readlex	100	
council-chamber	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤-𐑗𐑱𐑥𐑚𐑼	ˈkaʊnsəl-tʃeɪmbəR	RRP					readlex	readlex	100	
council-chambers	NN2	RRP	𐑒𐑬𐑯𐑕𐑩𐑤-𐑗𐑱𐑥𐑚𐑼𐑟	ˈkaʊnsəl-tʃeɪmbəRz	RRP					readlex	readlex	100	
councillor	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼	ˈkaʊnsələR	RRP					readlex	readlex	100	
councillors	NN2	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼𐑟	ˈkaʊnsələRz	RRP					readlex	readlex	100	
councilmember	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑥𐑧𐑥𐑚𐑼	ˈkaʊnsəlˌmembər	RRP					readlex	readlex	100	
councils	NN2	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑟	ˈkaʊnsəlz	RRP					readlex	readlex	100	
counsel	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤	ˈkaʊnsəl	RRP					readlex	readlex	100	
counsel	VVB	RRP	𐑒𐑬𐑯𐑕𐑩𐑤	ˈkaʊnsəl	RRP					readlex	readlex	100	
counsel	VVI	RRP	𐑒𐑬𐑯𐑕𐑩𐑤	ˈkaʊnsəl	RRP					readlex	readlex	100	
counseled	VVD	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑛	ˈkaʊnsəld	RRP					readlex	readlex	100	
counseled	VVN	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑛	ˈkaʊnsəld	RRP					readlex	readlex	100	
counseling	VVG	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑦𐑙	ˈkaʊnsəlɪŋ	RRP					readlex	readlex	100	
counselled	AJ0	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑛	ˈkaʊnsəld	RRP					readlex	readlex	100	
counselled	VVD	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑛	ˈkaʊnsəld	RRP					readlex	readlex	100	
counselled	VVN	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑛	ˈkaʊnsəld	RRP					readlex	readlex	100	
counselling	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑦𐑙	ˈkaʊnsəlɪŋ	RRP					readlex	readlex	100	
counselling	VVG	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑦𐑙	ˈkaʊnsəlɪŋ	RRP					readlex	readlex	100	
counsellor	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼	ˈkaʊnsələR	RRP					readlex	readlex	100	
counsellors	NN2	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼𐑟	ˈkaʊnsələRz	RRP					readlex	readlex	100	
counselor	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼	ˈkaʊnsələR	RRP					readlex	readlex	100	
counselor	NN1	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼	ˈkaʊnsələR	RRP					readlex	readlex	100	
counselors	NN2	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑼𐑟	ˈkaʊnsələRz	RRP					readlex	readlex	100	
counsels	VVZ	RRP	𐑒𐑬𐑯𐑕𐑩𐑤𐑟	ˈkaʊnsəlz	RRP					readlex	readlex	100	
count	NN1	RRP	𐑒𐑬𐑯𐑑	kaʊnt	RRP					readlex	readlex	100	
count	NP0	RRP	𐑒𐑬𐑯𐑑	kaʊnt	RRP					readlex	readlex	100	
count	VVB	RRP	𐑒𐑬𐑯𐑑	kaʊnt	RRP					readlex	readlex	100	
count	VVI	RRP	𐑒𐑬𐑯𐑑	kaʊnt	RRP					readlex	readlex	100	
countable	AJ0	RRP	𐑒𐑬𐑯𐑑𐑩𐑚𐑩𐑤	ˈkaʊntəbəl	RRP					readlex	readlex	100	
countdown	NN1	RRP	𐑒𐑬𐑯𐑑𐑛𐑬𐑯	ˈkaʊntdaʊn	RRP					readlex	readlex	100	
countdowns	NN2	RRP	𐑒𐑬𐑯𐑑𐑛𐑬𐑯𐑟	ˈkaʊntdaʊnz	RRP					readlex	readlex	100	
counted	VVD	RRP	𐑒𐑬𐑯𐑑𐑩𐑛	ˈkaʊntƏd	RRP					readlex	readlex	100	
counted	VVN	RRP	𐑒𐑬𐑯𐑑𐑩𐑛	ˈkaʊntƏd	RRP					readlex	readlex	100	
countenance	NN1	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕	ˈkaʊntɪnəns	RRP					readlex	readlex	100	
countenance	VVB	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕	ˈkaʊntɪnəns	RRP					readlex	readlex	100	
countenance	VVI	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕	ˈkaʊntɪnəns	RRP					readlex	readlex	100	
countenanced	AJ0	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕𐑑	ˈkaʊntɪnənst	RRP					readlex	readlex	100	
countenanced	VVD	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕𐑑	ˈkaʊntɪnənst	RRP					readlex	readlex	100	
countenanced	VVN	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕𐑑	ˈkaʊntɪnənst	RRP					readlex	readlex	100	
countenances	NN2	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕𐑩𐑟	ˈkaʊntɪnənsƏz	RRP					readlex	readlex	100	
countenances	VVZ	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕𐑩𐑟	ˈkaʊntɪnənsƏz	RRP					readlex	readlex	100	
countenancing	VVG	RRP	𐑒𐑬𐑯𐑑𐑦𐑯𐑩𐑯𐑕𐑦𐑙	ˈkaʊntɪnənsɪŋ	RRP					readlex	readlex	100	
counter	AJ0	RRP	𐑒𐑬𐑯𐑑𐑼	ˈkaʊntəR	RRP					readlex	readlex	100	
counter	AV0	RRP	𐑒𐑬𐑯𐑑𐑼	ˈkaʊntəR	RRP					readlex	readlex	100	
counter	NN1	RRP	𐑒𐑬𐑯𐑑𐑼	ˈkaʊntəR	RRP					readlex	readlex	100	
counter	VVB	RRP	𐑒𐑬𐑯𐑑𐑼	ˈkaʊntəR	RRP					readlex	readlex	100	
counter	VVI	RRP	𐑒𐑬𐑯𐑑𐑼	ˈkaʊntəR	RRP					readlex	readlex	100	
counter-	PRE	RRP	𐑒𐑬𐑯𐑑𐑼-	ˈˌkaʊntəR-	RRP					readlex	readlex	100	
counter-example	NN1	RRP	𐑒𐑬𐑯𐑑𐑼-𐑦𐑜𐑟𐑭𐑥𐑐𐑩𐑤	ˈkaʊntər-ɪɡˌzⱭːmpəl	RRP					readlex	readlex	100	
counter-example	NN1	TrapBath	𐑒𐑬𐑯𐑑𐑼-𐑦𐑜𐑟𐑨𐑥𐑐𐑩𐑤	ˈkaʊntər-ɪɡˌzÆmpəl	TrapBath					readlex	readlex	100	
counter-examples	NN2	RRP	𐑒𐑬𐑯𐑑𐑼-𐑦𐑜𐑟𐑭𐑥𐑐𐑩𐑤𐑟	ˈkaʊntər-ɪɡˌzⱭːmpəlz	RRP					readlex	readlex	100	
counter-examples	NN2	TrapBath	𐑒𐑬𐑯𐑑𐑼-𐑦𐑜𐑟𐑨𐑥𐑐𐑩𐑤𐑟	ˈkaʊntər-ɪɡˌzÆmpəlz	TrapBath					readlex	readlex	100	
counter-revolution	NN1	RRP	𐑒𐑬𐑯𐑑𐑼-𐑮𐑧𐑝𐑩𐑤𐑵𐑖𐑩𐑯	ˌkaʊntəR-ˌrevəˈluːʃən	RRP					readlex	readlex	100	
counter-revolutionaries	NN2	RRP	𐑒𐑬𐑯𐑑𐑼-𐑮𐑧𐑝𐑩𐑤𐑵𐑖𐑩𐑯𐑼𐑦𐑟	ˌkaʊntəR-ˌrevəˈluːʃənəriz	RRP					readlex	readlex	100	
counter-revolutionary	AJ0	RRP	𐑒𐑬𐑯𐑑𐑼-𐑮𐑧𐑝𐑩𐑤𐑵𐑖𐑩𐑯𐑼𐑦	ˌkaʊntəR-ˌrevəˈluːʃənəri	RRP					readlex	readlex	100	
counter-revolutionary	NN1	RRP	𐑒𐑬𐑯𐑑𐑼-𐑮𐑧𐑝𐑩𐑤𐑵𐑖𐑩𐑯𐑼𐑦	ˌkaʊntəR-ˌrevəˈluːʃənəri	RRP					readlex	readlex	100	
counter-revolutions	NN2	RRP	𐑒𐑬𐑯𐑑𐑼-𐑮𐑧𐑝𐑩𐑤𐑵𐑖𐑩𐑯𐑟	ˌkaʊntəR-ˌrevəˈluːʃənz	RRP					readlex	readlex	100	
counteract	VVB	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑	ˌkaʊntəˈrækt	RRP					readlex	readlex	100	
counteract	VVI	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑	ˌkaʊntəˈrækt	RRP					readlex	readlex	100	
counteracted	VVD	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑𐑩𐑛	ˌkaʊntəˈræktƏd	RRP					readlex	readlex	100	
counteracted	VVN	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑𐑩𐑛	ˌkaʊntəˈræktƏd	RRP					readlex	readlex	100	
counteracting	AJ0	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑𐑦𐑙	ˌkaʊntəˈræktɪŋ	RRP					readlex	readlex	100	
counteracting	VVG	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑𐑦𐑙	ˌkaʊntəˈræktɪŋ	RRP					readlex	readlex	100	
counteraction	NN1	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑖𐑩𐑯	ˌkaʊntəˈrækʃən	RRP					readlex	readlex	100	
counteractions	NN2	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑖𐑩𐑯𐑟	ˌkaʊntəˈrækʃənz	RRP					readlex	readlex	100	
counteracts	VVZ	RRP	𐑒𐑬𐑯𐑑𐑼𐑨𐑒𐑑𐑕	ˌkaʊntəˈrækts	RRP					readlex	readlex	100	
counterattack	NN1	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒	ˈkaʊntərətæk	RRP					readlex	readlex	100	
counterattack	VVB	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒	ˈkaʊntərətæk	RRP					readlex	readlex	100	
counterattack	VVI	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒	ˈkaʊntərətæk	RRP					readlex	readlex	100	
counterattacked	VVD	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒𐑑	ˈkaʊntərətækt	RRP					readlex	readlex	100	
counterattacked	VVN	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒𐑑	ˈkaʊntərətækt	RRP					readlex	readlex	100	
counterattacking	VVG	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒𐑦𐑙	ˈkaʊntərətækɪŋ	RRP					readlex	readlex	100	
counterattacks	NN2	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒𐑕	ˈkaʊntərətæks	RRP					readlex	readlex	100	
counterattacks	VVZ	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑨𐑒𐑕	ˈkaʊntərətæks	RRP					readlex	readlex	100	
counterattraction	NN1	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑮𐑨𐑒𐑖𐑩𐑯	ˌkaʊntərəˈtrækʃən	RRP					readlex	readlex	100	
counterattractions	NN2	RRP	𐑒𐑬𐑯𐑑𐑼𐑩𐑑𐑮𐑨𐑒𐑖𐑩𐑯𐑟	ˌkaʊntərəˈtrækʃənz	RRP					readlex	readlex	100	
counterbalance	NN1	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕	ˈkaʊntəRbæləns	RRP					readlex	readlex	100	
counterbalance	VVB	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕	ˌkaʊntəRˈbæləns	RRP					readlex	readlex	100	
counterbalance	VVI	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕	ˌkaʊntəRˈbæləns	RRP					readlex	readlex	100	
counterbalanced	AJ0	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑑	ˌkaʊntəRˈbælənst	RRP					readlex	readlex	100	
counterbalanced	VVD	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑑	ˌkaʊntəRˈbælənst	RRP					readlex	readlex	100	
counterbalanced	VVN	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑑	ˌkaʊntəRˈbælənst	RRP					readlex	readlex	100	
counterbalances	NN2	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑩𐑟	ˈkaʊntəRbælənsƏz	RRP					readlex	readlex	100	
counterbalances	VVZ	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑩𐑟	ˌkaʊntəRˈbælənsƏz	RRP					readlex	readlex	100	
counterbalancing	AJ0	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑦𐑙	ˌkaʊntəRˈbælənsɪŋ	RRP					readlex	readlex	100	
counterbalancing	VVG	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑨𐑤𐑩𐑯𐑕𐑦𐑙	ˌkaʊntəRˈbælənsɪŋ	RRP					readlex	readlex	100	
counterblast	NN1	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑤𐑭𐑕𐑑	ˈkaʊntəRblⱭːst	RRP					readlex	readlex	100	
counterblast	NN1	TrapBath	𐑒𐑬𐑯𐑑𐑼𐑚𐑤𐑨𐑕𐑑	ˈkaʊntəRblÆst	TrapBath					readlex	readlex	100	
counterblasts	NN2	RRP	𐑒𐑬𐑯𐑑𐑼𐑚𐑤𐑭𐑕𐑑𐑕	ˈkaʊntəRblⱭːsts	RRP					readlex	readlex	100	
counterblasts	NN2	TrapBath	𐑒𐑬𐑯𐑑𐑼𐑚𐑤𐑨𐑕𐑑𐑕	ˈkaʊntəRblÆsts	TrapBath					readlex	readlex	100	
counterclaim	NN1	RRP	𐑒𐑬𐑯𐑑𐑼𐑒𐑤𐑱𐑥	ˈkaʊntəRkleɪm	RRP					readlex	readlex	100	
counterclaims	NN2	RRP	𐑒𐑬𐑯𐑑𐑼𐑒𐑤𐑱𐑥𐑟	ˈkaʊntəRkleɪmz	RRP					readlex	readlex	100	
counterclockwise	AV0	RRP	𐑒𐑬𐑯𐑑𐑼𐑒𐑤𐑪𐑒𐑢𐑲𐑟	ˌkaʊntəRˈklɒkwaɪz	RRP					readlex	readlex	100	
countered	VVD	RRP	𐑒𐑬𐑯𐑑𐑼𐑛	ˈkaʊntəRd	RRP					readlex	readlex	100	
