word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
Debussy,NP0,RSSB,𐑛𐑧𐑚𐑿𐑕𐑰,ˌdebjuːˈsiː,,,,,,wiktionary,new,89,shave_says:𐑛𐑦𐑒𐑨𐑥𐑼𐑩𐑯
Debussy,NP0,RSSB,𐑛𐑩𐑚𐑘𐑕𐑰,dəbyˈsiː,,,,,,wiktionary,new,89,shave_says:𐑛𐑦𐑒𐑨𐑥𐑼𐑩𐑯
debut,NN1,GenAm,𐑛𐑩𐑚𐑿,dəˈbjuː,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑱𐑚𐑿
debut,NN1,RSSB,𐑛𐑧𐑚𐑿,ˈdebjuː,,,,,,wordnet,supplement,89,shave_says:𐑛𐑱𐑚𐑿
debut,NN1,RSSB,𐑛𐑧𐑚𐑿,ˈdebjuː,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑱𐑚𐑿
debut,VVI,GenAm,𐑛𐑩𐑚𐑿,dəˈbjuː,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑱𐑚𐑿
debut,VVI,RSSB,𐑛𐑧𐑚𐑿,ˈdebjuː,,,,,,wordnet,supplement,89,shave_says:𐑛𐑱𐑚𐑿
debut,VVI,RSSB,𐑛𐑧𐑚𐑿,ˈdebjuː,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑱𐑚𐑿
debutant,NN1,RSSB,𐑛𐑧𐑚𐑿𐑑𐑩𐑯𐑑,ˈdebjuːtənt,,,,,,wiktionary,new,89,shave_says:𐑛𐑱𐑚𐑿𐑩𐑯𐑑
debutant,NN1,RSSB,𐑛𐑱𐑚𐑿𐑑𐑩𐑯𐑑,ˈdeɪbjuːtənt,,,,,,wiktionary,new,89,shave_says:𐑛𐑱𐑚𐑿𐑩𐑯𐑑
debutante,NN1,RSSB,𐑛𐑧𐑚𐑿𐑑𐑭𐑯𐑑,ˌdebjuːˈtɑːnt,,,,,,wordnet,supplement,89,shave_says:𐑛𐑧𐑚𐑘𐑫𐑑𐑭𐑯𐑑
debutante,NN1,RSSB,𐑛𐑧𐑚𐑿𐑑𐑭𐑯𐑑,ˌdebjuːˈtɑːnt,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑧𐑚𐑘𐑫𐑑𐑭𐑯𐑑
debutante,NN1,RSSB,𐑛𐑱𐑚𐑿𐑑𐑭𐑯𐑑,ˌdeɪbjuːˈtɑːnt,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑧𐑚𐑘𐑫𐑑𐑭𐑯𐑑
debuts,NN1,RSSB,𐑛𐑧𐑚𐑿𐑟,ˈdebjuːz,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑱𐑚𐑿𐑟
debuts,VVI,RSSB,𐑛𐑧𐑚𐑿𐑟,ˈdebjuːz,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑱𐑚𐑿𐑟
debutyration,NN1,RSSB,𐑛𐑰𐑚𐑿𐑑𐑲𐑮𐑱𐑖𐑩𐑯,diːbjuːtaɪreɪʃən,,,,,,wiktionary,new,89,shave_says:𐑛𐑱𐑚𐑿𐑲𐑼𐑱𐑖𐑩𐑯
decacyclic,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑕𐑲𐑒𐑤𐑦𐑒,ˌdekəˈsaɪklɪk,,,,,,wiktionary,new,97,shave_agrees
decadal,AJ0,RSSB,𐑛𐑦𐑒𐑱𐑛𐑩𐑤,dɪˈkeɪdəl,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑱𐑛𐑩𐑤
decadally,AV0,RSSB,𐑛𐑦𐑒𐑱𐑛𐑩𐑤𐑦,dɪˈkeɪdəli,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑱𐑛𐑤𐑦
decade,NN1,RRP,𐑛𐑩𐑒𐑱𐑛,dəˈkeɪd,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑧𐑒𐑱𐑛
decadic,AJ0,RSSB,𐑛𐑦𐑒𐑨𐑛𐑦𐑒,dɪˈkædɪk,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑱𐑛𐑦𐑒
decaf,NN1,RSSB,𐑛𐑰𐑒𐑨𐑓,ˈdiːkæf,,,,,,wordnet,new,97,shave_agrees
decaffeinate,VVI,RSSB,𐑛𐑰𐑒𐑨𐑓𐑰𐑯𐑱𐑑,diːˈkæfiːneɪt,,,,,,wordnet,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑
decaffeinate,VVI,RSSB,𐑛𐑰𐑒𐑨𐑓𐑰𐑯𐑱𐑑,diːˈkæfiːneɪt,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑
decaffeinated,AJ0,RSSB,𐑛𐑰𐑒𐑨𐑓𐑰𐑯𐑱𐑑𐑩𐑛,diːˈkæfiːneɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑𐑩𐑛
decaffeinated,AJ0,RSSB,𐑛𐑦𐑒𐑨𐑓𐑦𐑯𐑱𐑑𐑩𐑛,dɪˈkæfɪneɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑𐑩𐑛
decaffeinated,VVI,RSSB,𐑛𐑰𐑒𐑨𐑓𐑰𐑯𐑱𐑑𐑩𐑛,diːˈkæfiːneɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑𐑩𐑛
decaffeinated,VVI,RSSB,𐑛𐑦𐑒𐑨𐑓𐑦𐑯𐑱𐑑𐑩𐑛,dɪˈkæfɪneɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑𐑩𐑛
decaffeination,NN1,RSSB,𐑛𐑰𐑒𐑨𐑓𐑰𐑯𐑱𐑖𐑩𐑯,diːˌkæfiːˈneɪʃən,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑖𐑩𐑯
decagon,NN1,CotCaught,𐑛𐑧𐑒𐑩𐑜𐑷𐑯,ˈdekəɡɒn,,,,,,wordnet,new,97,cot-caught variant of GenAm 𐑛𐑧𐑒𐑩𐑜𐑪𐑯
decagon,NN1,CotCaught,𐑛𐑧𐑒𐑩𐑜𐑷𐑯,ˈdekəɡɒn,,,,,,wiktionary,new,97,cot-caught variant of GenAm 𐑛𐑧𐑒𐑩𐑜𐑪𐑯
decagon,NN1,GenAm,𐑛𐑧𐑒𐑩𐑜𐑪𐑯,ˈdekəɡɒn,,,,,,wordnet,new,97,shave_agrees
decagon,NN1,GenAm,𐑛𐑧𐑒𐑩𐑜𐑪𐑯,ˈdekəɡɒn,,,,,,wiktionary,new,97,shave_agrees
decagon,NN1,RSSB,𐑛𐑧𐑒𐑩𐑜𐑩𐑯,ˈdekəɡən,,,,,,wordnet,new,89,shave_says:𐑛𐑧𐑒𐑩𐑜𐑪𐑯
decagon,NN1,RSSB,𐑛𐑧𐑒𐑩𐑜𐑩𐑯,ˈdekəɡən,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑜𐑪𐑯
decagonal,AJ0,RSSB,𐑛𐑧𐑒𐑨𐑜𐑩𐑯𐑩𐑤,deˈkæɡənəl,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑜𐑩𐑯𐑩𐑤
decagram,NN1,RSSB,𐑛𐑧𐑒𐑩𐑜𐑮𐑨𐑥,dekəɡræm,,,,,,wordnet,new,97,shave_agrees
decagram,NN1,RSSB,𐑛𐑧𐑒𐑩𐑜𐑮𐑨𐑥,dekəɡræm,,,,,,wiktionary,new,97,shave_agrees
decahedral,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑣𐑰𐑛𐑮𐑩𐑤,dekəhiːdrəl,,,,,,wiktionary,new,97,shave_agrees
decahedron,NN1,RSSB,𐑛𐑧𐑒𐑩𐑣𐑰𐑛𐑮𐑩𐑯,dekəhiːdrən,,,,,,wordnet,new,97,shave_agrees
decahedron,NN1,RSSB,𐑛𐑧𐑒𐑩𐑣𐑰𐑛𐑮𐑩𐑯,dekəhiːdrən,,,,,,wiktionary,new,97,shave_agrees
decahydrate,NN1,RSSB,𐑛𐑧𐑒𐑩𐑣𐑲𐑛𐑮𐑱𐑑,dekəhaɪdreɪt,,,,,,wiktionary,new,97,shave_agrees
decahydroisoquinoline,NN1,RSSB,𐑛𐑧𐑒𐑩𐑣𐑲𐑛𐑮𐑴𐑲𐑕𐑴𐑒𐑢𐑦𐑯𐑩𐑤𐑰𐑯,dekəhaɪdrəʊaɪsəʊkwɪnəliːn,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑣𐑲𐑛𐑮𐑴𐑲𐑕𐑴𐑒𐑢𐑰𐑯𐑴𐑤𐑲𐑯
decahydronaphthalene,NN1,RSSB,𐑛𐑧𐑒𐑩𐑣𐑲𐑛𐑮𐑴𐑯𐑨𐑓𐑔𐑩𐑤𐑰𐑯,dekəhaɪdrəʊnæfθəliːn,,,,,,wiktionary,new,97,shave_agrees
decahydroquinoline,NN1,RSSB,𐑛𐑧𐑒𐑩𐑣𐑲𐑛𐑮𐑴𐑒𐑢𐑦𐑯𐑩𐑤𐑰𐑯,dekəhaɪdrəʊkwɪnəliːn,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑣𐑲𐑛𐑮𐑴𐑒𐑢𐑰𐑯𐑴𐑤𐑲𐑯
decal,NN1,GenAm,𐑛𐑦𐑒𐑨𐑤,dɪˈkæl,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤
decal,NN1,RRP,𐑛𐑰𐑒𐑨𐑤,ˈdiːkæl,keep,,,,,wiktionary+wordnet,new,97,shave_agrees
decal,NN1,RSSB,𐑛𐑧𐑒𐑩𐑤,ˈdekəl,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤
decal,VVI,GenAm,𐑛𐑦𐑒𐑨𐑤,dɪˈkæl,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤
decal,VVI,RRP,𐑛𐑰𐑒𐑨𐑤,ˈdiːkæl,,,,,,wiktionary,new,97,shave_agrees
decal,VVI,RSSB,𐑛𐑧𐑒𐑩𐑤,ˈdekəl,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤
decalcification,NN1,RSSB,𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑦𐑒𐑱𐑖𐑩𐑯,diːˌkælsɪfɪˈkeɪʃən,,,,,,wiktionary,new,97,shave_agrees
decalcifier,NN1,RSSB,𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑲𐑼,diːkælsɪfaɪər,,,,,,wiktionary,new,97,shave_agrees
decalcify,VVI,RSSB,𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑲,diːˈkælsɪfaɪ,,,,,,wiktionary,new,97,shave_agrees
decalcifying,AJ0,RSSB,𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑲𐑦𐑙𐑜,diːˈkælsɪfaɪɪŋɡ,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑲𐑦𐑙
decalcifying,VVI,RSSB,𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑲𐑦𐑙𐑜,diːˈkælsɪfaɪɪŋɡ,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑕𐑦𐑓𐑲𐑦𐑙
decalcomania,NN1,RSSB,𐑛𐑰𐑒𐑨𐑤𐑒𐑩𐑥𐑱𐑯𐑾,diːˌkælkəˈmeɪnɪə,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑒𐑴𐑥𐑱𐑯𐑾
decalesce,VVI,GenAm,𐑛𐑦𐑒𐑩𐑤𐑧𐑕,ˌdikəˈles,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑧𐑕
decalesce,VVI,RSSB,𐑛𐑰𐑒𐑩𐑤𐑧𐑕,ˌdiːkəˈles,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑧𐑕
decalescence,NN1,GenAm,𐑛𐑦𐑒𐑩𐑤𐑧𐑕𐑩𐑯𐑕,ˌdikəˈlesəns,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑧𐑖𐑩𐑯𐑕
decalescence,NN1,RSSB,𐑛𐑰𐑒𐑩𐑤𐑧𐑕𐑩𐑯𐑕,ˌdiːkəˈlesəns,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑧𐑖𐑩𐑯𐑕
decalescent,AJ0,GenAm,𐑛𐑦𐑒𐑩𐑤𐑧𐑕𐑩𐑯𐑑,ˌdikəˈlesənt,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑧𐑖𐑩𐑯𐑑
decalescent,AJ0,RSSB,𐑛𐑰𐑒𐑩𐑤𐑧𐑕𐑩𐑯𐑑,ˌdiːkəˈlesənt,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑧𐑖𐑩𐑯𐑑
decalibrate,VVI,RSSB,𐑛𐑰𐑒𐑨𐑤𐑦𐑚𐑮𐑱𐑑,diːˈkælɪbreɪt,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑤𐑦𐑚𐑮𐑱𐑑
decalibrated,AJ0,RSSB,𐑛𐑰𐑒𐑨𐑤𐑦𐑚𐑮𐑱𐑑𐑩𐑛,diːkælɪbreɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑤𐑦𐑚𐑮𐑱𐑑𐑩𐑛
decalibrated,VVI,RSSB,𐑛𐑰𐑒𐑨𐑤𐑦𐑚𐑮𐑱𐑑𐑩𐑛,diːkælɪbreɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑤𐑦𐑚𐑮𐑱𐑑𐑩𐑛
decalitre,NN1,RSSB,𐑛𐑧𐑒𐑩𐑤𐑦𐑑𐑼,dekəlɪtəR,,,,,,wordnet,new,89,shave_says:𐑛𐑧𐑒𐑩𐑤𐑰𐑑𐑼
decalitre,NN1,RSSB,𐑛𐑧𐑒𐑩𐑤𐑦𐑑𐑼,dekəlɪtər,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑤𐑰𐑑𐑼
decalogy,NN1,RSSB,𐑛𐑦𐑒𐑨𐑤𐑩𐑡𐑦,dɪˈkælədʒi,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑤𐑪𐑜𐑦
decalumen,NN1,RSSB,𐑛𐑧𐑒𐑩𐑤𐑵𐑥𐑦𐑯,ˈdekəluːmɪn,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑤𐑵𐑥𐑧𐑯
Decameron,NP0,CotCaught,𐑛𐑦𐑒𐑨𐑥𐑼𐑷𐑯,dɪˈkæmərɒn,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑛𐑦𐑒𐑨𐑥𐑼𐑪𐑯
Decameron,NP0,GenAm,𐑛𐑦𐑒𐑨𐑥𐑼𐑪𐑯,dɪˈkæmərɒn,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑧𐑒𐑼
Decameronian,AJ0,RSSB,𐑛𐑦𐑒𐑨𐑥𐑼𐑴𐑯𐑾𐑯,dɪkamərəʊnɪən,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑯
Decameronic,AJ0,RSSB,𐑛𐑦𐑒𐑨𐑥𐑼𐑪𐑯𐑦𐑒,dɪkamərɒnɪk,,,,,,wiktionary,new,89,shave_says:𐑛𐑦𐑕𐑧𐑥𐑚𐑼
decamethonium,NN1,GenAm,𐑛𐑧𐑒𐑩𐑥𐑩𐑔𐑴𐑯𐑾𐑥,ˌdekəməˈθoʊniəm,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑥𐑧𐑔𐑴𐑯𐑾𐑥
decamethonium bromide,NN1,GenAm,𐑛𐑧𐑒𐑩𐑥𐑩𐑔𐑴𐑯𐑾𐑥 𐑚𐑮𐑴𐑥𐑲𐑛,ˌdekəməˌθoʊniəm ˈbroʊˌmaɪd,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑥𐑧𐑔𐑴𐑯𐑾𐑥 𐑚𐑮𐑴𐑥𐑲𐑛
decamethylcyclopentasiloxane,NN1,RSSB,𐑛𐑧𐑒𐑩𐑥𐑰𐑔𐑲𐑤𐑕𐑲𐑒𐑤𐑴𐑐𐑧𐑯𐑑𐑩𐑕𐑲𐑤𐑪𐑒𐑕𐑱𐑯,dekəˌmiːθaɪlsaɪkləʊpentəsaɪˈlɒkseɪn,,,,,,wiktionary,new,89,shave_says:decamethylcyclopentasiloxane
decamethyltetrasiloxane,NN1,RSSB,𐑛𐑧𐑒𐑩𐑥𐑰𐑔𐑲𐑤𐑑𐑧𐑑𐑮𐑩𐑕𐑲𐑤𐑪𐑒𐑕𐑱𐑯,dekəmiːθaɪltetrəsaɪlɒkseɪn,,,,,,wiktionary,new,89,shave_says:decamethyltetrasiloxane
decametre,NN1,RSSB,𐑛𐑧𐑒𐑩𐑥𐑰𐑑𐑼,dekəmiːtəR,,,,,,wordnet,new,97,shave_agrees
decametre,NN1,RSSB,𐑛𐑧𐑒𐑩𐑥𐑰𐑑𐑼,dekəmiːtər,,,,,,wiktionary,new,97,shave_agrees
decametric,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑥𐑧𐑑𐑮𐑦𐑒,dekəmetrɪk,,,,,,wiktionary,new,97,shave_agrees
decamine,NN1,RSSB,𐑛𐑧𐑒𐑩𐑥𐑰𐑯,ˈdekəmiːn,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑥𐑲𐑯
decamp,VVI,RSSB,𐑛𐑰𐑒𐑨𐑥𐑐,diːˈkæmp,,,,,,wordnet,supplement,89,shave_says:𐑛𐑦𐑒𐑨𐑥𐑐
decamp,VVI,RSSB,𐑛𐑰𐑒𐑨𐑥𐑐,diːˈkæmp,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑦𐑒𐑨𐑥𐑐
decampment,NN1,RSSB,𐑛𐑰𐑒𐑨𐑥𐑐𐑥𐑩𐑯𐑑,diːˈkæmpmənt,,,,,,wordnet,new,89,shave_says:𐑛𐑦𐑒𐑨𐑥𐑐𐑥𐑩𐑯𐑑
decampment,NN1,RSSB,𐑛𐑰𐑒𐑨𐑥𐑐𐑥𐑩𐑯𐑑,diːˈkæmpmənt,,,,,,wiktionary,new,89,shave_says:𐑛𐑦𐑒𐑨𐑥𐑐𐑥𐑩𐑯𐑑
decangular,AJ0,RSSB,𐑛𐑦𐑒𐑨𐑙𐑜𐑘𐑩𐑤𐑼,dɪkæŋɡjələr,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑗𐑭𐑙𐑿𐑤𐑼
decanoic,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑯𐑴𐑦𐑒,ˌdekəˈnəʊɪk,,,,,,wiktionary,new,97,shave_agrees
decanoin,NN1,RSSB,𐑛𐑧𐑒𐑩𐑯𐑴𐑦𐑯,ˌdekəˈnəʊɪn,,,,,,wiktionary,new,97,shave_agrees
decanormal,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑯𐑹𐑥𐑩𐑤,dekənɔːRməl,,,,,,wiktionary,new,97,shave_agrees
decant,VVI,RSSB,𐑛𐑩𐑒𐑨𐑯𐑑,dəˈkænt,,,,,,wordnet,supplement,89,shave_says:𐑛𐑦𐑒𐑨𐑯𐑑
decantation,NN1,RSSB,𐑛𐑰𐑒𐑨𐑯𐑑𐑱𐑖𐑩𐑯,ˌdiːkænˈteɪʃən,,,,,,wordnet,new,89,shave_says:𐑛𐑦𐑒𐑨𐑯𐑑𐑱𐑖𐑩𐑯
decantation,NN1,RSSB,𐑛𐑰𐑒𐑨𐑯𐑑𐑱𐑖𐑩𐑯,ˌdiːkænˈteɪʃən,,,,,,wiktionary,new,89,shave_says:𐑛𐑦𐑒𐑨𐑯𐑑𐑱𐑖𐑩𐑯
decaoxide,NN1,RSSB,𐑛𐑧𐑒𐑩𐑪𐑒𐑕𐑲𐑛,ˌdekəˈɒksaɪd,,,,,,wiktionary,new,97,shave_agrees
decapacitate,VVI,RSSB,𐑛𐑰𐑒𐑩𐑐𐑨𐑕𐑦𐑑𐑱𐑑,diːkəˈpæsɪteɪt,,,,,,wiktionary,new,97,shave_agrees
decapacitation,NN1,RSSB,𐑛𐑰𐑒𐑩𐑐𐑨𐑕𐑦𐑑𐑱𐑖𐑩𐑯,diːkəpæsɪˈteɪʃən,,,,,,wiktionary,new,97,shave_agrees
decapartite,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑐𐑸𐑑𐑲𐑑,dekəpɑːRtaɪt,,,,,,wiktionary,new,97,shave_agrees
decapentaplegic,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑐𐑧𐑯𐑑𐑩𐑐𐑤𐑰𐑡𐑦𐑒,dekəˌpentəˈpliːdʒɪk,,,,,,wiktionary,new,97,shave_agrees
decapeptide,NN1,RSSB,𐑛𐑧𐑒𐑩𐑐𐑧𐑐𐑑𐑲𐑛,dekəˈpeptaɪd,,,,,,wiktionary,new,97,shave_agrees
decaphyllous,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑓𐑦𐑤𐑩𐑕,dekəˈfɪləs,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑓𐑲𐑤𐑩𐑕
decapitalize,VVI,RSSB,𐑛𐑰𐑒𐑨𐑐𐑦𐑑𐑩𐑤𐑲𐑟,diːˈkæpɪtəlaɪz,,,,,,wiktionary,new,89,shave_says:𐑛𐑦𐑒𐑨𐑐𐑦𐑖𐑩𐑤𐑲𐑟
decapitate,VVI,GenAm,𐑛𐑦𐑒𐑨𐑐𐑩𐑑𐑱𐑑,diˈkæpəteɪt,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑦𐑒𐑨𐑐𐑦𐑑𐑱𐑑
decapitation,NN1,GenAm,𐑛𐑦𐑒𐑨𐑐𐑩𐑑𐑱𐑖𐑩𐑯,ˈdikæpəˌteɪʃən,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑦𐑒𐑨𐑐𐑦𐑑𐑱𐑖𐑩𐑯
decapitation,NN1,GenAm,𐑛𐑦𐑒𐑨𐑐𐑩𐑑𐑱𐑖𐑦𐑯,ˈdikæpəˌteɪʃɪn,,,,,,wiktionary,supplement,89,shave_says:𐑛𐑦𐑒𐑨𐑐𐑦𐑑𐑱𐑖𐑩𐑯
decapitator,NN1,RSSB,𐑛𐑦𐑒𐑨𐑐𐑦𐑑𐑱𐑑𐑼,dɪkæpɪteɪtər,,,,,,wiktionary,new,97,shave_agrees
decapod,AJ0,RSSB,𐑛𐑧𐑒𐑩𐑐𐑪𐑛,ˈdekəpɒd,,,,,,wiktionary,new,97,shave_agrees
decapod,NN1,RSSB,𐑛𐑧𐑒𐑩𐑐𐑪𐑛,ˈdekəpɒd,,,,,,wordnet,new,97,shave_agrees
decapod,NN1,RSSB,𐑛𐑧𐑒𐑩𐑐𐑪𐑛,ˈdekəpɒd,,,,,,wiktionary,new,97,shave_agrees
decapped,AJ0,RSSB,𐑛𐑰𐑒𐑨𐑐𐑑,diːˈkæpt,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑐𐑑
decapped,VVI,RSSB,𐑛𐑰𐑒𐑨𐑐𐑑,diːˈkæpt,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑐𐑑
decapping,NN1,RSSB,𐑛𐑰𐑒𐑨𐑐𐑦𐑙𐑜,diːˈkæpɪŋɡ,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑐𐑦𐑙
decapping,VVI,RSSB,𐑛𐑰𐑒𐑨𐑐𐑦𐑙𐑜,diːˈkæpɪŋɡ,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑐𐑦𐑙
decaprenyl,NN1,RSSB,𐑛𐑧𐑒𐑩𐑐𐑮𐑰𐑯𐑲𐑤,dekəpriːnaɪl,,,,,,wiktionary,new,89,shave_says:𐑛𐑧𐑒𐑩𐑐𐑮𐑩𐑯𐑦𐑤
decapsulate,VVI,RSSB,𐑛𐑰𐑒𐑨𐑐𐑕𐑘𐑩𐑤𐑱𐑑,diːˈkæpsjəleɪt,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑐𐑕𐑿𐑤𐑱𐑑
decapsulation,NN1,RSSB,𐑛𐑰𐑒𐑨𐑐𐑕𐑘𐑩𐑤𐑱𐑖𐑩𐑯,diːkæpsjəˈleɪʃən,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑨𐑐𐑕𐑿𐑤𐑱𐑖𐑩𐑯
decarbonate,VVI,RSSB,𐑛𐑰𐑒𐑸𐑚𐑩𐑯𐑱𐑑,diːkɑːRbəneɪt,,,,,,wordnet,new,97,shave_agrees
decarbonate,VVI,RSSB,𐑛𐑰𐑒𐑸𐑚𐑩𐑯𐑱𐑑,diːkɑːRbəneɪt,,,,,,wiktionary,new,97,shave_agrees
decarbonization,NN1,RSSB,𐑛𐑰𐑒𐑸𐑚𐑩𐑯𐑲𐑟𐑱𐑖𐑩𐑯,diːkɑːRbənaɪzeɪʃən,,,,,,wiktionary,new,97,shave_agrees
decarbonizer,NN1,RSSB,𐑛𐑰𐑒𐑸𐑚𐑩𐑯𐑲𐑟𐑼,diːkɑːRbənaɪzər,,,,,,wiktionary,new,97,shave_agrees
decarboxylase,NN1,RSSB,𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑟,diːkɑːRbɒksɪleɪz,,,,,,wordnet,new,89,shave_says:𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑵𐑤𐑧𐑱𐑕
decarboxylase,NN1,RSSB,𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑟,diːkɑːRbɒksɪleɪz,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑵𐑤𐑧𐑱𐑕
decarboxylate,VVI,RSSB,𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑑,diːkɑːRbɒksɪleɪt,,,,,,wordnet,new,89,shave_says:𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑵𐑤𐑧𐑱𐑑
decarboxylate,VVI,RSSB,𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑑,diːkɑːRbɒksɪleɪt,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑵𐑤𐑧𐑱𐑑
decarboxylated,AJ0,RSSB,𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑑𐑩𐑛,diːkɑːRbɒksɪleɪtəd,,,,,,wiktionary,new,89,shave_says:𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑵𐑤𐑧𐑱𐑑𐑩𐑛
