word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
culture vulture,NN1,RSSB,𐑒𐑳𐑤𐑗𐑼 𐑝𐑳𐑤𐑗𐑼,kʌltʃəR vʌltʃəR,drop,,,,,wiktionary,new,97,shave_agrees
cum dumpster,NN1,GenAm,𐑒𐑳𐑥 𐑛𐑳𐑥𐑐𐑕𐑑𐑼,kʌm dʌmpstəR,drop,,,,,wiktionary,new,97,shave_agrees
cum tribute,NN1,RSSB,𐑒𐑳𐑥 𐑑𐑮𐑦𐑚𐑿𐑑,ˈkʌm ˌtrɪbjuːt,drop,,,,,wiktionary,new,97,shave_agrees
cushy number,NN1,GenAm,𐑒𐑫𐑖𐑦 𐑯𐑳𐑥𐑚𐑼,ˌkʊʃi ˈnʌmbəR,drop,,,,,wiktionary,new,97,shave_agrees
cushy number,NN1,RSSB,𐑒𐑫𐑖𐑦 𐑯𐑳𐑥𐑚𐑼,ˌkʊʃi nʌmbəR,drop,,,,,wiktionary,new,97,shave_agrees
cutie patootie,NN1,RSSB,𐑒𐑿𐑑𐑦 𐑐𐑩𐑑𐑵𐑑𐑦,ˌkjuːti pəˈtuːti,drop,,,,,wiktionary,new,97,shave_agrees
cutting board,NN1,GenAm,𐑒𐑳𐑑𐑦𐑙 𐑚𐑹𐑛,ˈkʌtɪŋ bɔːRd,drop,,,,,wiktionary,new,97,shave_agrees
cuttlefish bone,NN1,GenAm,𐑒𐑳𐑑𐑩𐑤𐑓𐑦𐑖 𐑚𐑴𐑯,ˌkʌtəlˌfɪʃ ˈboʊn,drop,,,,,wiktionary,new,97,shave_agrees
cuttlefish bone,NN1,RSSB,𐑒𐑳𐑑𐑩𐑤𐑓𐑦𐑖 𐑚𐑴𐑯,ˌkʌtəlfɪʃ ˈbəʊn,drop,,,,,wiktionary,new,97,shave_agrees
dad bod,NN1,GenAm,𐑛𐑨𐑛 𐑚𐑪𐑛,ˈdæd ˌbɒd,drop,,,,,wiktionary,new,97,shave_agrees
dad bod,NN1,RSSB,𐑛𐑨𐑛 𐑚𐑪𐑛,ˈdæd ˌbɒd,drop,,,,,wiktionary,new,97,shave_agrees
daisy chain,NN1,GenAm,𐑛𐑱𐑟𐑦 𐑗𐑱𐑯,ˈdeɪzi ˌtʃeɪn,drop,,,,,wiktionary,new,97,shave_agrees
daisy chain,NN1,RSSB,𐑛𐑱𐑟𐑦 𐑗𐑱𐑯,ˈdeɪzi tʃeɪn,drop,,,,,wiktionary,new,97,shave_agrees
daisy chain,VVI,GenAm,𐑛𐑱𐑟𐑦 𐑗𐑱𐑯,ˈdeɪzi ˌtʃeɪn,drop,,,,,wiktionary,new,97,shave_agrees
daisy chain,VVI,RSSB,𐑛𐑱𐑟𐑦 𐑗𐑱𐑯,ˈdeɪzi tʃeɪn,drop,,,,,wiktionary,new,97,shave_agrees
dan buoy,NN1,GenAm,𐑛𐑨𐑯 𐑚𐑶,dæn ˈbɔɪ,drop,,,,,wiktionary,new,97,shave_agrees
dan buoy,NN1,RSSB,𐑛𐑨𐑯 𐑚𐑶,dæn ˈbɔɪ,drop,,,,,wiktionary,new,97,shave_agrees
dance card,NN1,GenAm,𐑛𐑨𐑯𐑕 𐑒𐑸𐑛,ˈdæns ˌkɑːRd,drop,,,,,wiktionary,new,97,shave_agrees
dance card,NN1,RSSB,𐑛𐑭𐑯𐑕 𐑒𐑸𐑛,ˈdɑːns kɑːRd,drop,,,,,wiktionary,new,97,shave_agrees
dark elf,NN1,GenAm,𐑛𐑸𐑒 𐑧𐑤𐑓,ˈdɑːRk elf,drop,,,,,wiktionary,new,97,shave_agrees
dark elf,NN1,RSSB,𐑛𐑸𐑒 𐑧𐑤𐑓,dɑːRk elf,drop,,,,,wiktionary,new,97,shave_agrees
darn it,ITJ,GenAm,𐑛𐑸𐑯 𐑦𐑑,ˈdɑːRn ɪt,drop,,,,,wiktionary,new,97,shave_agrees
dawn chorus,NN1,RSSB,𐑛𐑷𐑯 𐑒𐑹𐑩𐑕,dɔːn kɔːrəs,drop,,,,,wiktionary,new,97,shave_agrees
daylight robbery,NN1,GenAm,𐑛𐑱𐑤𐑲𐑑 𐑮𐑪𐑚𐑼𐑦,ˌdeɪˌlaɪt ˈrɒbəri,drop,,,,,wiktionary,new,97,shave_agrees
daylight robbery,NN1,RSSB,𐑛𐑱𐑤𐑲𐑑 𐑮𐑪𐑚𐑼𐑦,ˌdeɪlaɪt rɒbəri,drop,,,,,wiktionary,new,97,shave_agrees
de jour,AJ0,RSSB,𐑛𐑩 𐑠𐑫𐑼,də ʒʊəR,drop,,,,,wiktionary,new,97,shave_agrees
dead cat bounce,NN1,GenAm,𐑛𐑧𐑛 𐑒𐑨𐑑 𐑚𐑬𐑯𐑕,ded kæt baʊns,drop,,,,,wiktionary,new,97,shave_agrees
death camp,NN1,GenAm,𐑛𐑧𐑔 𐑒𐑨𐑥𐑐,deθ kæmp,drop,,,,,wiktionary,new,97,shave_agrees
debit card,NN1,GenAm,𐑛𐑧𐑚𐑦𐑑 𐑒𐑸𐑛,ˈdebɪt ˌkɑːRd,drop,,,,,wiktionary,new,97,shave_agrees
deerstalker hat,NN1,RSSB,𐑛𐑽𐑕𐑑𐑷𐑒𐑼 𐑣𐑨𐑑,dɪərstɔːkəR hæt,drop,,,,,wiktionary,new,97,shave_agrees
dengue fever,NN1,GenAm,𐑛𐑧𐑙𐑜𐑱 𐑓𐑰𐑝𐑼,ˈdeŋɡeɪ ˈfiːvəR,drop,,,,,wiktionary,new,97,shave_agrees
dengue fever,NN1,RSSB,𐑛𐑧𐑙𐑜𐑱 𐑓𐑰𐑝𐑼,ˈdeŋɡeɪ fiːvəR,drop,,,,,wiktionary,new,97,shave_agrees
desire line,NN1,RSSB,𐑛𐑦𐑟𐑲𐑼 𐑤𐑲𐑯,dɪzaɪəR laɪn,drop,,,,,wiktionary,new,97,shave_agrees
devious lick,NN1,GenAm,𐑛𐑰𐑝𐑾𐑕 𐑤𐑦𐑒,ˈdiːviəs ˈlɪk,drop,,,,,wiktionary,new,97,shave_agrees
devious lick,VVI,GenAm,𐑛𐑰𐑝𐑾𐑕 𐑤𐑦𐑒,ˈdiːviəs ˈlɪk,drop,,,,,wiktionary,new,97,shave_agrees
diaper lover,NN1,GenAm,𐑛𐑲𐑩𐑐𐑼 𐑤𐑳𐑝𐑼,ˈdaɪəpəR ˌlʌvəR,drop,,,,,wiktionary,new,97,shave_agrees
diaper lover,NN1,RSSB,𐑛𐑲𐑩𐑐𐑼 𐑤𐑳𐑝𐑼,daɪəpəR lʌvəR,drop,,,,,wiktionary,new,97,shave_agrees
dictionary attack,NN1,RSSB,𐑛𐑦𐑒𐑖𐑩𐑯𐑼𐑦 𐑩𐑑𐑨𐑒,dɪkʃənəri əˈtæk,drop,,,,,wiktionary,new,97,shave_agrees
dindu nuffin,NN1,RSSB,𐑛𐑦𐑯𐑛𐑵 𐑯𐑳𐑓𐑦𐑯,ˌdɪnduː ˈnʌfɪn,drop,,,,,wiktionary,new,97,shave_agrees
dindu nuffin,VVI,RSSB,𐑛𐑦𐑯𐑛𐑵 𐑯𐑳𐑓𐑦𐑯,ˌdɪnduː ˈnʌfɪn,drop,,,,,wiktionary,new,97,shave_agrees
dire wolf,NN1,GenAm,𐑛𐑲𐑼 𐑢𐑫𐑤𐑓,ˈdaɪəR wʊlf,drop,,,,,wiktionary,new,97,shave_agrees
dire wolf,NN1,RSSB,𐑛𐑲𐑼 𐑢𐑫𐑤𐑓,daɪəR wʊlf,drop,,,,,wiktionary,new,97,shave_agrees
disco ball,NN1,GenAm,𐑛𐑦𐑕𐑒𐑴 𐑚𐑷𐑤,ˈdɪskoʊ ˌbɔːl,drop,,,,,wiktionary,new,97,shave_agrees
disco ball,NN1,RSSB,𐑛𐑦𐑕𐑒𐑴 𐑚𐑷𐑤,ˈdɪskəʊ ˌbɔːl,drop,,,,,wiktionary,new,97,shave_agrees
dispatch box,NN1,RSSB,𐑛𐑦𐑕𐑐𐑨𐑗 𐑚𐑪𐑒𐑕,dɪˈspætʃ ˌbɒks,drop,,,,,wiktionary,new,97,shave_agrees
displaced person,NN1,GenAm,𐑛𐑦𐑕𐑐𐑤𐑱𐑕𐑑 𐑐𐑻𐑕𐑩𐑯,dɪsˌpleɪst ˈpɜːRsən,drop,,,,,wiktionary,new,97,shave_agrees
displaced person,NN1,RSSB,𐑛𐑦𐑕𐑐𐑤𐑱𐑕𐑑 𐑐𐑻𐑕𐑩𐑯,dɪsˌpleɪst pɜːRsən,drop,,,,,wiktionary,new,97,shave_agrees
divvy up,VVI,RSSB,𐑛𐑦𐑝𐑦 𐑳𐑐,ˌdɪvi ˈʌp,drop,,,,,wiktionary,new,97,shave_agrees
do ill,VVI,RSSB,𐑛𐑵 𐑦𐑤,ˈduː ˌɪl,drop,,,,,wiktionary,new,97,shave_agrees
doctor bird,NN1,GenAm,𐑛𐑪𐑒𐑑𐑼 𐑚𐑻𐑛,ˈdɒktəR ˈbɜːRd,drop,,,,,wiktionary,new,97,shave_agrees
dog bone spanner,NN1,RSSB,𐑛𐑪𐑜 𐑚𐑴𐑯 𐑕𐑐𐑨𐑯𐑼,dɒɡ boʊn spænər,drop,,,,,wiktionary,new,97,shave_agrees
dog bone wrench,NN1,GenAm,𐑛𐑪𐑜 𐑚𐑴𐑯 𐑮𐑧𐑯𐑗,dɒɡ boʊn rentʃ,drop,,,,,wiktionary,new,97,shave_agrees
dog days,NN1,GenAm,𐑛𐑪𐑜 𐑛𐑱𐑟,ˈdɒɡ deɪz,drop,,,,,wiktionary,new,97,shave_agrees
dog days,NN1,RSSB,𐑛𐑪𐑜 𐑛𐑱𐑟,ˈdɒɡ deɪz,drop,,,,,wiktionary,new,97,shave_agrees
dog eat dog,AJ0,RSSB,𐑛𐑪𐑜 𐑰𐑑 𐑛𐑪𐑜,dɒɡ iːt dɒɡ,drop,,,,,wiktionary,new,97,shave_agrees
dog's dinner,NN1,RSSB,𐑛𐑪𐑜𐑟 𐑛𐑦𐑯𐑼,dɒɡz dɪnəR,drop,,,,,wiktionary,new,97,shave_agrees
doggy style,AJ0,GenAm,𐑛𐑪𐑜𐑦 𐑕𐑑𐑲𐑤,ˈdɒɡi staɪl,drop,,,,,wiktionary,new,97,shave_agrees
doggy style,AJ0,RSSB,𐑛𐑪𐑜𐑦 𐑕𐑑𐑲𐑤,ˈdɒɡi staɪl,drop,,,,,wiktionary,new,97,shave_agrees
doggy style,AV0,GenAm,𐑛𐑪𐑜𐑦 𐑕𐑑𐑲𐑤,ˈdɒɡi staɪl,drop,,,,,wiktionary,new,97,shave_agrees
doggy style,AV0,RSSB,𐑛𐑪𐑜𐑦 𐑕𐑑𐑲𐑤,ˈdɒɡi staɪl,drop,,,,,wiktionary,new,97,shave_agrees
doggy style,NN1,GenAm,𐑛𐑪𐑜𐑦 𐑕𐑑𐑲𐑤,ˈdɒɡi staɪl,drop,,,,,wiktionary,new,97,shave_agrees
doggy style,NN1,RSSB,𐑛𐑪𐑜𐑦 𐑕𐑑𐑲𐑤,ˈdɒɡi staɪl,drop,,,,,wiktionary,new,97,shave_agrees
door frame,NN1,GenAm,𐑛𐑹 𐑓𐑮𐑱𐑥,ˈdɔːR ˌfreɪm,drop,,,,,wiktionary,new,97,shave_agrees
door frame,NN1,RSSB,𐑛𐑹 𐑓𐑮𐑱𐑥,dɔːR ˌfreɪm,drop,,,,,wiktionary,new,97,shave_agrees
door frames,NN1,GenAm,𐑛𐑹 𐑓𐑮𐑱𐑥𐑟,ˈdɔːR ˌfreɪmz,drop,,,,,wiktionary,new,97,shave_agrees
door frames,NN1,RSSB,𐑛𐑹 𐑓𐑮𐑱𐑥𐑟,dɔːR ˌfreɪmz,drop,,,,,wiktionary,new,97,shave_agrees
dot matrix,NN1,RSSB,𐑛𐑪𐑑 𐑥𐑱𐑑𐑮𐑦𐑒𐑕,ˈdɒt ˌmeɪtrɪks,drop,,,,,wiktionary,new,97,shave_agrees
double bar,NN1,GenAm,𐑛𐑳𐑚𐑩𐑤 𐑚𐑸,ˈdʌbəl bɑːR,drop,,,,,wiktionary,new,97,shave_agrees
double dog dare,NN1,GenAm,𐑛𐑳𐑚𐑩𐑤 𐑛𐑪𐑜 𐑛𐑺,ˌdʌbəl dɒɡ ˈdeər,drop,,,,,wiktionary,new,97,shave_agrees
double dog dare,NN1,RSSB,𐑛𐑳𐑚𐑩𐑤 𐑛𐑪𐑜 𐑛𐑺,ˌdʌbəl dɒɡ deəR,drop,,,,,wiktionary,new,97,shave_agrees
double dog dare,VVI,GenAm,𐑛𐑳𐑚𐑩𐑤 𐑛𐑪𐑜 𐑛𐑺,ˌdʌbəl dɒɡ ˈdeər,drop,,,,,wiktionary,new,97,shave_agrees
double dog dare,VVI,RSSB,𐑛𐑳𐑚𐑩𐑤 𐑛𐑪𐑜 𐑛𐑺,ˌdʌbəl dɒɡ deəR,drop,,,,,wiktionary,new,97,shave_agrees
doujin circle,NN1,GenAm,𐑛𐑴𐑡𐑦𐑯 𐑕𐑻𐑒𐑩𐑤,ˈdoʊdʒɪn ˈsɜːRkəl,drop,,,,,wiktionary,new,97,shave_agrees
doujin circle,NN1,RSSB,𐑛𐑴𐑡𐑦𐑯 𐑕𐑻𐑒𐑩𐑤,ˈdəʊdʒɪn sɜːRkəl,drop,,,,,wiktionary,new,97,shave_agrees
doujin event,NN1,GenAm,𐑛𐑴𐑡𐑦𐑯 𐑦𐑝𐑧𐑯𐑑,ˈdoʊdʒɪn ɪˈvent,drop,,,,,wiktionary,new,97,shave_agrees
doujin game,NN1,GenAm,𐑛𐑴𐑡𐑦𐑯 𐑜𐑱𐑥,ˈdoʊdʒɪn ɡeɪm,drop,,,,,wiktionary,new,97,shave_agrees
down there,AV0,RSSB,𐑛𐑬𐑯 𐑞𐑺,ˌdaʊn ðeəR,drop,,,,,wiktionary,new,97,shave_agrees
drag mother,NN1,GenAm,𐑛𐑮𐑨𐑜 𐑥𐑳𐑞𐑼,dræɡ ˈmʌðəR,drop,,,,,wiktionary,new,97,shave_agrees
dragline excavator,NN1,GenAm,𐑛𐑮𐑨𐑜𐑤𐑲𐑯 𐑧𐑒𐑕𐑒𐑩𐑝𐑱𐑑𐑼,ˈdræɡlaɪn ˈekskəˌveɪtəR,drop,,,,,wiktionary,new,97,shave_agrees
dragline excavator,NN1,RSSB,𐑛𐑮𐑨𐑜𐑤𐑲𐑯 𐑧𐑒𐑕𐑒𐑩𐑝𐑱𐑑𐑼,ˈdræɡlaɪn ekskəveɪtəR,drop,,,,,wiktionary,new,97,shave_agrees
dragon fruit,NN1,RSSB,𐑛𐑮𐑨𐑜𐑩𐑯 𐑓𐑮𐑵𐑑,dræɡən ˌfruːt,drop,,,,,wiktionary,new,97,shave_agrees
drama llama,NN1,RSSB,𐑛𐑮𐑭𐑥𐑩 𐑤𐑭𐑥𐑩,drɑːmə ˈlɑːmə,drop,,,,,wiktionary,new,97,shave_agrees
draw near,VVI,RSSB,𐑛𐑮𐑷 𐑯𐑽,drɔː nɪər,drop,,,,,wiktionary,new,97,shave_agrees
dream pop,NN1,RSSB,𐑛𐑮𐑰𐑥 𐑐𐑪𐑐,ˈdriːm ˌpɒp,drop,,,,,wiktionary,new,97,shave_agrees
dream team,NN1,RSSB,𐑛𐑮𐑰𐑥 𐑑𐑰𐑥,driːm tiːm,drop,,,,,wiktionary,new,97,shave_agrees
dressing room,NN1,RSSB,𐑛𐑮𐑧𐑕𐑦𐑙 𐑮𐑵𐑥,ˈdresɪŋ ruːm,drop,,,,,wiktionary,new,97,shave_agrees
drop bear,NN1,GenAm,𐑛𐑮𐑪𐑐 𐑚𐑺,drɒp beəR,drop,,,,,wiktionary,new,97,shave_agrees
drop bear,NN1,RSSB,𐑛𐑮𐑪𐑐 𐑚𐑺,drɒp beəR,drop,,,,,wiktionary,new,97,shave_agrees
drum machine,NN1,RSSB,𐑛𐑮𐑳𐑥 𐑥𐑩𐑖𐑰𐑯,ˈdrʌm məˌʃiːn,drop,,,,,wiktionary,new,97,shave_agrees
dry abscess,NN1,GenAm,𐑛𐑮𐑲 𐑨𐑚𐑕𐑧𐑕,draɪ ˈæbˌses,drop,,,,,wiktionary,new,97,shave_agrees
du jour,AJ0,RSSB,𐑛𐑵 𐑠𐑫𐑼,duː ʒʊəR,drop,,,,,wiktionary,new,97,shave_agrees
dual earner,NN1,RSSB,𐑛𐑿𐑩𐑤 𐑻𐑯𐑼,ˈdjuːəl ɜːRnəR,drop,,,,,wiktionary,new,97,shave_agrees
due diligence,NN1,RSSB,𐑛𐑿 𐑛𐑦𐑤𐑦𐑡𐑩𐑯𐑕,ˈdjuː ˌdɪlɪdʒəns,drop,,,,,wiktionary,new,97,shave_agrees
dung beetle,NN1,RSSB,𐑛𐑳𐑙 𐑚𐑰𐑑𐑩𐑤,ˈdʌŋ biːtəl,drop,,,,,wiktionary,new,97,shave_agrees
eager beaver,NN1,RSSB,𐑰𐑜𐑼 𐑚𐑰𐑝𐑼,iːɡəR biːvəR,drop,,,,,wiktionary,new,97,shave_agrees
easy street,NN1,RSSB,𐑰𐑟𐑦 𐑕𐑑𐑮𐑰𐑑,ˈiːzi ˌstriːt,drop,,,,,wiktionary,new,97,shave_agrees
eat someone's lunch,VVI,RSSB,𐑰𐑑 𐑕𐑳𐑥𐑢𐑳𐑯𐑟 𐑤𐑳𐑯𐑗,ˈiːt ˌsʌmwʌnz ˈlʌntʃ,drop,,,,,wiktionary,new,97,shave_agrees
edit war,NN1,RSSB,𐑧𐑛𐑦𐑑 𐑢𐑹,ˌedɪt wɔːR,drop,,,,,wiktionary,new,97,shave_agrees
edit war,VVI,RSSB,𐑧𐑛𐑦𐑑 𐑢𐑹,ˌedɪt wɔːR,drop,,,,,wiktionary,new,97,shave_agrees
egg spoon,NN1,RSSB,𐑧𐑜 𐑕𐑐𐑵𐑯,ˈeɡ ˌspuːn,drop,,,,,wiktionary,new,97,shave_agrees
elbow bump,NN1,GenAm,𐑧𐑤𐑚𐑴 𐑚𐑳𐑥𐑐,ˌelboʊ ˈbʌmp,drop,,,,,wiktionary,new,97,shave_agrees
elbow bump,NN1,RSSB,𐑧𐑤𐑚𐑴 𐑚𐑳𐑥𐑐,ˌelbəʊ ˈbʌmp,drop,,,,,wiktionary,new,97,shave_agrees
electronic cigarette,NN1,GenAm,𐑦𐑤𐑧𐑒𐑑𐑮𐑪𐑯𐑦𐑒 𐑕𐑦𐑜𐑼𐑧𐑑,ɪˌlekˈtrɒnɪk ˈsɪɡəˌret,drop,,,,,wiktionary,new,97,shave_agrees
elephant trap,NN1,RSSB,𐑧𐑤𐑦𐑓𐑩𐑯𐑑 𐑑𐑮𐑨𐑐,ˈelɪfənt ˌtræp,drop,,,,,wiktionary,new,97,shave_agrees
elfin safety,NN1,RSSB,𐑧𐑤𐑓𐑦𐑯 𐑕𐑱𐑓𐑑𐑦,elˈfɪn ˌseɪfti,drop,,,,,wiktionary,new,97,shave_agrees
embarrassingly parallel,AJ0,RSSB,𐑦𐑥𐑚𐑨𐑮𐑩𐑕𐑦𐑙𐑤𐑦 𐑐𐑨𐑮𐑩𐑤𐑧𐑤,ɪmbærəsɪŋli pærəlel,drop,,,,,wiktionary,new,95,"r_gap:spelling=3,ipa=2; shave_agrees"
emo skink,NN1,RSSB,𐑰𐑥𐑴 𐑕𐑒𐑦𐑙𐑒,ˌiːməʊ ˈskɪŋk,drop,,,,,wiktionary,new,97,shave_agrees
enhanced interrogation,NN1,GenAm,𐑦𐑯𐑣𐑨𐑯𐑕𐑑 𐑦𐑯𐑑𐑧𐑮𐑩𐑜𐑱𐑖𐑩𐑯,ɪnˈhænst ɪnˌterəˌɡeɪʃən,drop,,,,,wiktionary,new,95,"r_gap:spelling=2,ipa=1; shave_agrees"
enhanced interrogation,NN1,RSSB,𐑦𐑯𐑣𐑭𐑯𐑕𐑑 𐑦𐑯𐑑𐑧𐑮𐑩𐑜𐑱𐑖𐑩𐑯,ɪnˈhɑːnst ɪnterəɡeɪʃən,drop,,,,,wiktionary,new,95,"r_gap:spelling=2,ipa=1; shave_agrees"
evil twin,NN1,RSSB,𐑰𐑝𐑩𐑤 𐑑𐑢𐑦𐑯,ˈiːvəl twɪn,drop,,,,,wiktionary,new,97,shave_agrees
exclamation mark,NN1,GenAm,𐑧𐑒𐑕𐑒𐑤𐑩𐑥𐑱𐑖𐑩𐑯 𐑥𐑸𐑒,ˌekskləˈmeɪʃən ˌmɑːRk,drop,,,,,wiktionary,new,97,shave_agrees
exclamation mark,NN1,RSSB,𐑧𐑒𐑕𐑒𐑤𐑩𐑥𐑱𐑖𐑩𐑯 𐑥𐑸𐑒,ˌekskləˈmeɪʃən mɑːRk,drop,,,,,wiktionary,new,97,shave_agrees
fabric softener,NN1,GenAm,𐑓𐑨𐑚𐑮𐑦𐑒 𐑕𐑪𐑓𐑩𐑯𐑼,ˈfæbrɪk ˈsɒfənər,drop,,,,,wiktionary,new,97,shave_agrees
fabric softener,NN1,RSSB,𐑓𐑨𐑚𐑮𐑦𐑒 𐑕𐑪𐑓𐑩𐑯𐑼,ˈfæbrɪk sɒfənər,drop,,,,,wiktionary,new,97,shave_agrees
fair share,NN1,GenAm,𐑓𐑺 𐑖𐑺,feəR ʃeəR,drop,,,,,wiktionary,new,97,shave_agrees
fair share,NN1,RSSB,𐑓𐑺 𐑖𐑺,feəR ʃeəR,drop,,,,,wiktionary,new,97,shave_agrees
fairy tale,NN1,RSSB,𐑓𐑺𐑦 𐑑𐑱𐑤,feəri ˌteɪl,drop,,,,,wiktionary,new,97,shave_agrees
fall down,VVI,RSSB,𐑓𐑷𐑤 𐑛𐑬𐑯,fɔːl ˈdaʊn,drop,,,,,wiktionary,new,97,shave_agrees
false dichotomy,NN1,RSSB,𐑓𐑷𐑤𐑕 𐑛𐑲𐑒𐑪𐑑𐑩𐑥𐑦,ˌfɔːls daɪˈkɒtəmi,drop,,,,,wiktionary,new,97,shave_agrees
false friend,NN1,RSSB,𐑓𐑷𐑤𐑕 𐑓𐑮𐑧𐑯𐑛,ˌfɔːls ˈfrend,drop,,,,,wiktionary,new,97,shave_agrees
false negative,NN1,RSSB,𐑓𐑷𐑤𐑕 𐑯𐑧𐑜𐑩𐑑𐑦𐑝,ˈfɔːls ˈneɡətɪv,drop,,,,,wiktionary,new,97,shave_agrees
far right,NN1,GenAm,𐑓𐑸 𐑮𐑲𐑑,ˌfɑːR ˈraɪt,drop,,,,,wiktionary,new,97,shave_agrees
fasten down,VVI,GenAm,𐑓𐑨𐑕𐑩𐑯 𐑛𐑬𐑯,ˈfæsən daʊn,drop,,,,,wiktionary,new,97,shave_agrees
fat finger,NN1,GenAm,𐑓𐑨𐑑 𐑓𐑦𐑙𐑜𐑼,ˈfæt ˈfɪŋɡəR,drop,,,,,wiktionary,new,97,shave_agrees
fat finger,NN1,RSSB,𐑓𐑨𐑑 𐑓𐑦𐑙𐑜𐑼,ˈfæt fɪŋɡəR,drop,,,,,wiktionary,new,97,shave_agrees
fat finger,VVI,GenAm,𐑓𐑨𐑑 𐑓𐑦𐑙𐑜𐑼,ˈfæt ˈfɪŋɡəR,drop,,,,,wiktionary,new,97,shave_agrees
fat finger,VVI,RSSB,𐑓𐑨𐑑 𐑓𐑦𐑙𐑜𐑼,ˈfæt fɪŋɡəR,drop,,,,,wiktionary,new,97,shave_agrees
father tongue,NN1,RSSB,𐑓𐑭𐑞𐑼 𐑑𐑳𐑙,fɑːðəR ˌtʌŋ,drop,,,,,wiktionary,new,97,shave_agrees
fay gurry,NN1,GenAm,𐑓𐑱 𐑜𐑻𐑦,ˌfeɪ ˈɡɜːRi,drop,,,,,wiktionary,new,95,"r_gap:spelling=2,ipa=1; shave_agrees"
fay gurry,NN1,RSSB,𐑓𐑱 𐑜𐑻𐑦,ˌfeɪ ɡɜːri,drop,,,,,wiktionary,new,95,"r_gap:spelling=2,ipa=1; shave_agrees"
feather duster,NN1,GenAm,𐑓𐑧𐑞𐑼 𐑛𐑳𐑕𐑑𐑼,ˈfeðəR ˈdʌstəR,drop,,,,,wiktionary,new,97,shave_agrees
featherless biped,NN1,GenAm,𐑓𐑧𐑞𐑼𐑤𐑩𐑕 𐑚𐑲𐑐𐑧𐑛,ˌfeðərləs ˈbaɪˌped,drop,,,,,wiktionary,new,97,shave_agrees
featherless biped,NN1,RSSB,𐑓𐑧𐑞𐑼𐑤𐑩𐑕 𐑚𐑲𐑐𐑧𐑛,feðəRləs ˈbaɪped,drop,,,,,wiktionary,new,97,shave_agrees
femme fatale,NN1,RSSB,𐑓𐑧𐑥 𐑓𐑩𐑑𐑭𐑤,fem fəˈtɑːl,drop,,,,,wiktionary,new,97,shave_agrees
fever pitch,NN1,RSSB,𐑓𐑰𐑝𐑼 𐑐𐑦𐑗,fiːvəR pɪtʃ,drop,,,,,wiktionary,new,97,shave_agrees
fifth wheel,NN1,RSSB,𐑓𐑦𐑓𐑔 𐑢𐑰𐑤,ˌfɪfθ ˈʍiːl,drop,,,,,wiktionary,new,97,shave_agrees
fighting spirit,NN1,RSSB,𐑓𐑲𐑑𐑦𐑙 𐑕𐑐𐑦𐑮𐑦𐑑,ˌfaɪtɪŋ ˈspɪrɪt,drop,,,,,wiktionary,new,97,shave_agrees
filter bed,NN1,GenAm,𐑓𐑦𐑤𐑑𐑼 𐑚𐑧𐑛,ˈfɪltəR ˌbed,drop,,,,,wiktionary,new,97,shave_agrees
filter bed,NN1,RSSB,𐑓𐑦𐑤𐑑𐑼 𐑚𐑧𐑛,fɪltəR bed,drop,,,,,wiktionary,new,97,shave_agrees
final reckoning,NN1,GenAm,𐑓𐑲𐑯𐑩𐑤 𐑮𐑧𐑒𐑩𐑯𐑦𐑙,ˌfaɪnəl ˈrekənɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
final reckoning,NN1,RSSB,𐑓𐑲𐑯𐑩𐑤 𐑮𐑧𐑒𐑩𐑯𐑦𐑙,ˌfaɪnəl rekənɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
final whistle,NN1,GenAm,𐑓𐑲𐑯𐑩𐑤 𐑢𐑦𐑕𐑩𐑤,ˌfaɪnəl wɪsəl,drop,,,,,wiktionary,new,97,shave_agrees
final whistle,NN1,RSSB,𐑓𐑲𐑯𐑩𐑤 𐑢𐑦𐑕𐑩𐑤,ˌfaɪnəl wɪsəl,drop,,,,,wiktionary,new,97,shave_agrees
fingers crossed,AV0,GenAm,𐑓𐑦𐑙𐑜𐑼𐑟 𐑒𐑮𐑪𐑕𐑑,fɪŋɡəRz krɒst,drop,,,,,wiktionary,new,97,shave_agrees
fingers crossed,UNC,GenAm,𐑓𐑦𐑙𐑜𐑼𐑟 𐑒𐑮𐑪𐑕𐑑,fɪŋɡəRz krɒst,drop,,,,,wiktionary,new,97,shave_agrees
first time,NN1,GenAm,𐑓𐑻𐑕𐑑 𐑑𐑲𐑥,fɜːRst taɪm,drop,,,,,wiktionary,new,97,shave_agrees
first time,NN1,RSSB,𐑓𐑻𐑕𐑑 𐑑𐑲𐑥,fɜːRst taɪm,drop,,,,,wiktionary,new,97,shave_agrees
first time,VVI,GenAm,𐑓𐑻𐑕𐑑 𐑑𐑲𐑥,fɜːRst taɪm,drop,,,,,wiktionary,new,97,shave_agrees
first time,VVI,RSSB,𐑓𐑻𐑕𐑑 𐑑𐑲𐑥,fɜːRst taɪm,drop,,,,,wiktionary,new,97,shave_agrees
fishbone diagram,NN1,GenAm,𐑓𐑦𐑖𐑚𐑴𐑯 𐑛𐑲𐑩𐑜𐑮𐑨𐑥,ˈfɪʃboʊn ˈdaɪəɡræm,drop,,,,,wiktionary,new,97,shave_agrees
